stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
453,453,"Appleby at Fairview",,  43.372850, -79.761028,,,0,,1
454,454,"Harvester at South Service",,  43.372963, -79.772505,,,0,,1
455,455,"Harvester at Appleby GO",,  43.381693, -79.762954,,,0,,1
456,456,"1450 Headon",,  43.373505, -79.808986,,,0,,1
457,457,"Fairview at Appleby",,  43.373268, -79.762415,,,0,,1
459,459,"Harvester at South Service",,  43.373352, -79.772363,,,0,,1
461,461,"Headon Forset at Deer Run",,  43.373945, -79.827368,,,0,,1
464,464,"Headon Forest at Deer Run",,  43.374077, -79.827798,,,0,,1
465,465,"Coventry at Alder",,  43.374437, -79.837231,,,0,,1
466,466,"New at Wedgewood",,  43.373524, -79.746889,,,0,,1
467,467,"Coventry at Guelph",,  43.374496, -79.836962,,,0,,1
468,468,"1448 Headon",,  43.373201, -79.808897,,,0,,1
469,469,"Heritage at North Service",,  43.373948, -79.780667,,,0,,1
470,470,"New at Meadowhill",,  43.373652, -79.746446,,,0,,1
471,471,"Upper Middle at Headon",,  43.374227, -79.811205,,,0,,1
472,472,"Headon at Upper Middle",,  43.374588, -79.810502,,,0,,1
473,473,"Fairview at Appleby",,  43.373979, -79.761966,,,0,,1
474,474,"5031 Fairview",,  43.373905, -79.761631,,,0,,1
475,475,"1051 Heritage",,  43.374557, -79.781454,,,0,,1
476,476,"Pinedale at Bridle Wood",,  43.374302, -79.753689,,,0,,1
477,477,"Upper Middle at Headon",,  43.374938, -79.810849,,,0,,1
478,478,"Burloak at Stevenson",,  43.374267, -79.727774,,,0,,1
479,479,"Headon Forest at Winding Way",,  43.375357, -79.829301,,,0,,1
480,480,"Walkers at Forest Run",,  43.375127, -79.800103,,,0,,1
481,481,"Headon Forest at Winding Way",,  43.375465, -79.829662,,,0,,1
482,482,"Burloak at Winston",,  43.374392, -79.728172,,,0,,1
484,484,"Walkers at Palmer",,  43.375023, -79.800373,,,0,,1
485,485,"1121 Heritage",,  43.375529, -79.784447,,,0,,1
486,486,"Harvester at Zelco",,  43.375405, -79.769919,,,0,,1
487,487,"Appleby at Dundas",,  43.405712, -79.807136,,,0,,1
49,49,"New at Delaware",,  43.335159, -79.788661,,,0,,1
490,490,"Harvester at Zelco",,  43.375547, -79.770027,,,0,,1
491,491,"Walkers at Wedgewood",,  43.376328, -79.802121,,,0,,1
492,492,"Upper Middle at Cleaver",,  43.376923, -79.808332,,,0,,1
493,493,"1401 Walkers",,  43.376606, -79.802144,,,0,,1
495,495,"New at Hampton Heath",,  43.376331, -79.743469,,,0,,1
496,496,"Burloak at Randolph",,  43.376151, -79.730556,,,0,,1
497,497,"Upper Middle at Cleaver",,  43.376709, -79.808951,,,0,,1
498,498,"Harvester at Appleby",,  43.376782, -79.768561,,,0,,1
499,499,"Appleby at Harvester",,  43.376588, -79.766133,,,0,,1
5,5,"James at Pearl",,  43.327775, -79.796113,,,0,,1
50,50,"New at Delaware",,  43.335266, -79.788780,,,0,,1
500,500,"Pinedale at Wedgewood",,  43.376949, -79.751623,,,0,,1
501,501,"New at Hampton Heath",,  43.376455, -79.743643,,,0,,1
502,502,"Walkers at Kilmer",,  43.377588, -79.803436,,,0,,1
503,503,"Harvester at Appleby",,  43.377223, -79.767618,,,0,,1
505,505,"5111 Fairview",,  43.377140, -79.758719,,,0,,1
506,506,"Walkers at Toffee",,  43.377699, -79.804022,,,0,,1
507,507,"5090 Fairview",,  43.377221, -79.758335,,,0,,1
508,508,"Headon Forest at Notre Dame C.S.S.",,  43.378004, -79.832006,,,0,,1
510,510,"Appleby at Harvester",,  43.377583, -79.767830,,,0,,1
514,514,"5250 Pinedale",,  43.377770, -79.750756,,,0,,1
515,515,"3505 Upper Middle",,  43.378491, -79.807005,,,0,,1
517,517,"875 Appleby",,  43.378203, -79.768160,,,0,,1
519,519,"Upper Middle at Walkers",,  43.378772, -79.806343,,,0,,1
52,52,"Fairview at Brant",,  43.336527, -79.812271,,,0,,1
520,520,"1200 Heritage",,  43.378703, -79.786189,,,0,,1
521,521,"Walkers at Upper Middle",,  43.378856, -79.805262,,,0,,1
522,522,"Burloak at Wavecrest",,  43.378208, -79.733094,,,0,,1
524,524,"1200 Heritage",,  43.378810, -79.786578,,,0,,1
525,525,"Burloak at Spruce",,  43.378357, -79.733556,,,0,,1
526,526,"Pinedale at Riverside",,  43.378591, -79.749686,,,0,,1
528,528,"5051 Harvester",,  43.378926, -79.765812,,,0,,1
53,53,"Brant at De Pauls Lane",,  43.336599, -79.813449,,,0,,1
531,531,"Heritage at Mainway",,  43.379511, -79.788039,,,0,,1
534,534,"Walkers at Upper Middle",,  43.379661, -79.807063,,,0,,1
535,535,"Appleby GO Station",,  43.379496, -79.760622,,,0,,1
536,536,"Harvester at Appleby",,  43.379233, -79.765786,,,0,,1
537,537,"Headon Forest at Folkway",,  43.379981, -79.832027,,,0,,1
538,538,"Upper Middle at Walkers",,  43.379722, -79.805699,,,0,,1
539,539,"Heritage at Mainway",,  43.379722, -79.788235,,,0,,1
54,54,"Fairview at Brant",,  43.336217, -79.812113,,,0,,1
540,540,"New at Melores",,  43.379141, -79.740299,,,0,,1
541,541,"Headon Forest at Folkway",,  43.380309, -79.832196,,,0,,1
543,543,"New at Amanda",,  43.379610, -79.740219,,,0,,1
544,544,"Mainway at Heritage",,  43.380431, -79.788232,,,0,,1
545,545,"2055 Walkers",,  43.380652, -79.808071,,,0,,1
546,546,"2075 Walkers",,  43.380788, -79.808646,,,0,,1
548,548,"Burloak at Eaton",,  43.380191, -79.735989,,,0,,1
55,55,"New at Beverley",,  43.336523, -79.787094,,,0,,1
550,550,"Burloak at Eaton",,  43.380599, -79.736320,,,0,,1
553,553,"New at Burloak",,  43.381195, -79.737992,,,0,,1
555,555,"Walkers at Millcroft Park",,  43.381741, -79.809559,,,0,,1
556,556,"4331 Mainway",,  43.381595, -79.787164,,,0,,1
557,557,"New at Burloak",,  43.381037, -79.738574,,,0,,1
558,558,"Walkers at Jordan",,  43.381859, -79.810089,,,0,,1
56,56,"Drury at Courtland",,  43.336657, -79.795584,,,0,,1
560,560,"Headon Forest at Edenwood",,  43.382297, -79.831532,,,0,,1
562,562,"Mainway at Corporate",,  43.382551, -79.785908,,,0,,1
565,565,"Mainway at Corporate",,  43.382978, -79.785785,,,0,,1
566,566,"Upper Middle at Itabashi",,  43.383493, -79.801228,,,0,,1
57,57,"New at Beverley",,  43.336615, -79.787322,,,0,,1
570,570,"Upper Middle at Itabashi",,  43.383342, -79.801783,,,0,,1
571,571,"Walkers at Medland",,  43.384235, -79.812937,,,0,,1
572,572,"Walkers at Medland",,  43.384430, -79.813567,,,0,,1
573,573,"Headon Forest at Woodcroft",,  43.384852, -79.829696,,,0,,1
574,574,"Appleby at North Service",,  43.383678, -79.775998,,,0,,1
575,575,"Appleby at North Service",,  43.383520, -79.776176,,,0,,1
576,576,"5230 Harvester",,  43.384142, -79.760352,,,0,,1
578,578,"Headon Forest at Butternut",,  43.385015, -79.829322,,,0,,1
58,58,"Guelph at South Drive",,  43.336078, -79.782066,,,0,,1
581,581,"Harvester at Century",,  43.384492, -79.760247,,,0,,1
583,583,"Mainway at Artisans",,  43.385376, -79.783021,,,0,,1
584,584,"Walkers at Country Club",,  43.385618, -79.814820,,,0,,1
586,586,"Mainway at Artisans",,  43.385421, -79.783228,,,0,,1
587,587,"2300 Walkers",,  43.385726, -79.815338,,,0,,1
588,588,"1207 Appleby",,  43.385626, -79.778679,,,0,,1
59,59,"Drury at Courtland",,  43.336772, -79.795872,,,0,,1
591,591,"Upper Middle at Atkinson",,  43.386279, -79.798276,,,0,,1
592,592,"Headon Forest at Headon",,  43.386691, -79.827434,,,0,,1
593,593,"5300 Harvester",,  43.385851, -79.758253,,,0,,1
594,594,"Headon Forest at Headon",,  43.386975, -79.827323,,,0,,1
595,595,"Upper Middle at Atkinson",,  43.386664, -79.798211,,,0,,1
596,596,"Harvester at Sheldon",,  43.386282, -79.758281,,,0,,1
597,597,"Mainway at Appleby",,  43.387582, -79.780595,,,0,,1
599,599,"Appleby at Mainway",,  43.387602, -79.781438,,,0,,1
6,6,"James at Pearl",,  43.327494, -79.796225,,,0,,1
600,600,"Constable Henshaw at Headon Forest",,  43.387655, -79.820993,,,0,,1
601,601,"Appleby at Mainway",,  43.386939, -79.780929,,,0,,1
602,602,"Headon Forest at Northampton",,  43.388047, -79.825738,,,0,,1
604,604,"Northampton at Headon Forest",,  43.388237, -79.825872,,,0,,1
605,605,"5400 Harvester",,  43.387770, -79.756469,,,0,,1
606,606,"Sutton at North Service",,  43.387957, -79.765552,,,0,,1
607,607,"Upper Middle at Country Club",,  43.388348, -79.796417,,,0,,1
608,608,"Walkers at Darien",,  43.388757, -79.819045,,,0,,1
609,609,"Northampton at Dundas",,  43.388882, -79.826521,,,0,,1
610,610,"Harvester at Gateway",,  43.388212, -79.756308,,,0,,1
611,611,"Walkers at Constable Henshaw",,  43.388848, -79.819564,,,0,,1
613,613,"2915 Headon Forest",,  43.389078, -79.823458,,,0,,1
615,615,"Dundas/Highway 407 Park & Ride",,  43.388555, -79.829428,,,0,,1
616,616,"Appleby at Corporate",,  43.390102, -79.785314,,,0,,1
618,618,"Appleby at Corporate",,  43.390772, -79.785780,,,0,,1
619,619,"Walkers at Berton",,  43.390890, -79.821934,,,0,,1
621,621,"Harvester at Syscon",,  43.390204, -79.753896,,,0,,1
622,622,"Walkers at Berton",,  43.390980, -79.822465,,,0,,1
623,623,"Harvester at Syscon",,  43.390767, -79.753677,,,0,,1
625,625,"North Service at International",,  43.391111, -79.761724,,,0,,1
627,627,"North Service at International",,  43.391688, -79.760825,,,0,,1
628,628,"Upper Middle at Heron Way",,  43.392168, -79.791939,,,0,,1
63,63,"Drury at Woodward",,  43.337767, -79.796871,,,0,,1
634,634,"2010 Heron Way",,  43.393990, -79.792906,,,0,,1
636,636,"Upper Middle at Broadleaf",,  43.395650, -79.788630,,,0,,1
64,64,"2065 Fairview",,  43.337925, -79.810861,,,0,,1
642,642,"5435 North Service",,  43.394720, -79.760103,,,0,,1
644,644,"5420 North Service",,  43.394745, -79.759892,,,0,,1
646,646,"2101 Appleby",,  43.395309, -79.792309,,,0,,1
647,647,"2080 Appleby",,  43.396737, -79.794732,,,0,,1
648,648,"Appleby at Dryden",,  43.397045, -79.794685,,,0,,1
649,649,"North Service at John Lucas",,  43.396724, -79.762945,,,0,,1
65,65,"Brant at Plains",,  43.338227, -79.816624,,,0,,1
650,650,"North Service at John Lucas",,  43.396810, -79.763155,,,0,,1
651,651,"Upper Middle at Corpus Christi C.S.S.",,  43.398035, -79.786036,,,0,,1
656,656,"1120 Burloak",,  43.397974, -79.760407,,,0,,1
657,657,"North Service at Burloak",,  43.398134, -79.762218,,,0,,1
658,658,"Upper Middle at Corpus Christi C.S.S.",,  43.398750, -79.784956,,,0,,1
659,659,"North Service at Burloak",,  43.398324, -79.762236,,,0,,1
66,66,"Drury at Woodward",,  43.337996, -79.797368,,,0,,1
662,662,"Upper Middle at Quinte",,  43.400373, -79.783216,,,0,,1
664,664,"Upper Middle at Quinte",,  43.399848, -79.784169,,,0,,1
666,666,"5327 Sutton",,  43.403303, -79.782624,,,0,,1
668,668,"Appleby at Taywood",,  43.403186, -79.803039,,,0,,1
669,669,"Appleby at Taywood",,  43.402973, -79.803315,,,0,,1
67,67,"2065 Fairview",,  43.338180, -79.810041,,,0,,1
670,670,"Appleby at Appleby Crossing",,  43.405038, -79.805563,,,0,,1
671,671,"Sutton at Blue Spruce",,  43.404919, -79.784808,,,0,,1
672,672,"Sutton at Blue Spruce",,  43.404966, -79.785200,,,0,,1
673,673,"2500 Appleby",,  43.404841, -79.805880,,,0,,1
675,675,"Sutton at Empire",,  43.407025, -79.789101,,,0,,1
676,676,"Sutton at Dryden",,  43.407797, -79.790414,,,0,,1
679,679,"King at James",,  43.256679, -79.868895,,,0,,1
68,68,"New at Guelph",,  43.338003, -79.785433,,,0,,1
682,682,"Bay at Vine",,  43.260591, -79.872694,,,0,,1
684,684,"York at Queen",,  43.263155, -79.877423,,,0,,1
686,686,"York at Dundurn",,  43.268178, -79.885625,,,0,,1
687,687,"York at Locke",,  43.264983, -79.880986,,,0,,1
688,688,"York at Dundurn",,  43.267984, -79.885022,,,0,,1
694,694,"York at Old Guelph",,  43.284915, -79.892603,,,0,,1
695,695,"York at Old Guelph",,  43.285100, -79.892434,,,0,,1
696,696,"York at RBG (Rock Garden)",,  43.288505, -79.891342,,,0,,1
697,697,"York at RBG (Rock Garden)",,  43.289534, -79.890490,,,0,,1
698,698,"Plains at RBG",,  43.290757, -79.874620,,,0,,1
699,699,"Plains at RBG",,  43.291397, -79.873262,,,0,,1
7,7,"Maple at Fairview",,  43.328334, -79.819999,,,0,,1
700,700,"Plains at Botanical",,  43.291270, -79.879035,,,0,,1
701,701,"Plains at Botanical",,  43.291031, -79.878798,,,0,,1
703,703,"Plains at Holy Sepulchre Cemetery",,  43.292677, -79.869971,,,0,,1
704,704,"549 Plains",,  43.292849, -79.870105,,,0,,1
706,706,"Plains at York",,  43.293348, -79.889325,,,0,,1
708,708,"Plains at York",,  43.293637, -79.889159,,,0,,1
71,71,"Guelph at New",,  43.338535, -79.785896,,,0,,1
711,711,"Plains at Gorton",,  43.296931, -79.865039,,,0,,1
712,712,"Plains at Gorton",,  43.297432, -79.864843,,,0,,1
714,714,"Plains at Easterbrook",,  43.299341, -79.862247,,,0,,1
715,715,"Plains at Easterbrook",,  43.299678, -79.862165,,,0,,1
716,716,"Plains at Daryl",,  43.301853, -79.859336,,,0,,1
717,717,"Plains at Daryl",,  43.302185, -79.858552,,,0,,1
718,718,"Plains at Howard",,  43.303839, -79.856376,,,0,,1
719,719,"Plains at Emery",,  43.305334, -79.854369,,,0,,1
72,72,"New at Guelph",,  43.338709, -79.785087,,,0,,1
721,721,"Plains at Emery",,  43.305450, -79.854580,,,0,,1
722,722,"Plains at Waterdown",,  43.306959, -79.852180,,,0,,1
723,723,"Plains at Birchwood",,  43.308466, -79.850252,,,0,,1
724,724,"Waterdown at Masonry",,  43.308763, -79.855153,,,0,,1
726,726,"175 Plains",,  43.311004, -79.847351,,,0,,1
727,727,"Plains at Shadeland",,  43.312783, -79.844938,,,0,,1
728,728,"Plains at Shadeland",,  43.312695, -79.844699,,,0,,1
729,729,"Aldershot GO Station",,  43.313152, -79.856402,,,0,,1
73,73,"Brant at Leighland",,  43.339722, -79.819656,,,0,,1
730,730,"North Shore at Indian",,  43.314443, -79.811529,,,0,,1
731,731,"Francis at North Shore",,  43.314441, -79.813828,,,0,,1
732,732,"North Shore at Oneida",,  43.314533, -79.812167,,,0,,1
733,733,"Plains at Downsview",,  43.314871, -79.841848,,,0,,1
734,734,"Francis at North Shore",,  43.314690, -79.813881,,,0,,1
735,735,"645 Francis",,  43.315733, -79.815335,,,0,,1
736,736,"670 Francis",,  43.315925, -79.815899,,,0,,1
737,737,"1169 North Shore",,  43.316584, -79.805308,,,0,,1
738,738,"Plains at Falcon",,  43.317018, -79.838941,,,0,,1
739,739,"Plains at Willowbrook",,  43.317136, -79.839227,,,0,,1
740,740,"North Shore at Joseph Brant Hospital",,  43.317662, -79.803984,,,0,,1
741,741,"Francis at Greenwood",,  43.318000, -79.818834,,,0,,1
742,742,"North Shore at Joseph Brant Hospital",,  43.317805, -79.803408,,,0,,1
743,743,"Francis at Greenwood",,  43.318117, -79.819246,,,0,,1
744,744,"484 Plains",,  43.318403, -79.837046,,,0,,1
745,745,"Plains at Maplehurst P.S.",,  43.318794, -79.836900,,,0,,1
746,746,"1249 North Shore",,  43.318529, -79.802845,,,0,,1
747,747,"Surrey at King",,  43.319523, -79.828983,,,0,,1
748,748,"Maple at North Shore",,  43.319628, -79.802833,,,0,,1
749,749,"Maple at Lakeshore",,  43.319615, -79.802295,,,0,,1
750,750,"Francis at Cedar",,  43.320082, -79.822029,,,0,,1
751,751,"Lakeshore at Brock",,  43.319956, -79.801225,,,0,,1
752,752,"Francis at Cedar",,  43.320387, -79.822241,,,0,,1
753,753,"Maple at Elgin",,  43.320297, -79.803884,,,0,,1
754,754,"Maple at Elgin",,  43.320317, -79.804444,,,0,,1
755,755,"Lakeshore at Brock",,  43.320300, -79.800551,,,0,,1
756,756,"Plains at Cedarwood",,  43.320715, -79.834332,,,0,,1
757,757,"Francis at Marley",,  43.320976, -79.823091,,,0,,1
758,758,"Francis at Marley",,  43.321126, -79.823533,,,0,,1
759,759,"Plains at King",,  43.321220, -79.833190,,,0,,1
760,760,"Maple at Ontario",,  43.320714, -79.805399,,,0,,1
761,761,"695 Surrey",,  43.321349, -79.828030,,,0,,1
762,762,"Lakeshore at Nelson",,  43.321092, -79.800211,,,0,,1
763,763,"Maple at Ontario",,  43.321312, -79.806276,,,0,,1
767,767,"Plains at King",,  43.322150, -79.832355,,,0,,1
769,769,"Maple at Maple Crossing",,  43.321766, -79.807850,,,0,,1
77,77,"Guelph at New",,  43.338901, -79.785880,,,0,,1
770,770,"Maple at Maple Crossing (South Circuit)",,  43.322036, -79.808030,,,0,,1
771,771,"Francis at Glen View",,  43.322572, -79.825662,,,0,,1
772,772,"Lakeshore at Burlington",,  43.322424, -79.798485,,,0,,1
773,773,"Warwick Dr at Warwick Crt",,  43.322726, -79.827893,,,0,,1
776,776,"Lakeshore at Burlington",,  43.322759, -79.798369,,,0,,1
777,777,"Maple at Maple Crossing (North Circuit)",,  43.322977, -79.810923,,,0,,1
779,779,"Maple at Augustus",,  43.323053, -79.811792,,,0,,1
780,780,"Maple at Richmond",,  43.323624, -79.813524,,,0,,1
781,781,"Plains at Francis",,  43.323808, -79.829775,,,0,,1
782,782,"Maple at Richmond",,  43.323796, -79.813441,,,0,,1
783,783,"Lakeshore at Brant",,  43.324332, -79.796126,,,0,,1
785,785,"Plains at Francis",,  43.324759, -79.829006,,,0,,1
787,787,"Maple at Mapleview Centre (South Entrance)",,  43.324975, -79.817521,,,0,,1
789,789,"Maple at Mapleview Centre (South Entrance)",,  43.325277, -79.817566,,,0,,1
79,79,"Drury at Prospect",,  43.340081, -79.800233,,,0,,1
792,792,"Lakeshore at Elizabeth",,  43.325203, -79.794517,,,0,,1
795,795,"Downtown Burlington, John St",,  43.325782, -79.796914,,,0,,1
796,796,"Downtown Burlington, John St",,  43.325696, -79.796457,,,0,,1
797,797,"James at Brant",,  43.326181, -79.798180,,,0,,1
798,798,"Brant at James",,  43.326178, -79.798708,,,0,,1
800,800,"Lakeshore at Martha",,  43.326703, -79.792376,,,0,,1
801,801,"Maple at Thorpe",,  43.326513, -79.818955,,,0,,1
804,804,"Mount Forest at Tyrrell",,  43.348956, -79.825875,,,0,,1
806,806,"3167 North Service",,  43.356831, -79.799216,,,0,,1
807,807,"4100 Longmoor",,  43.356816, -79.770122,,,0,,1
808,808,"Fisher Ave at Parkway",,  43.357575, -79.822978,,,0,,1
809,809,"3269 North Service",,  43.359465, -79.796331,,,0,,1
81,81,"Drury at Prospect",,  43.340451, -79.800524,,,0,,1
810,810,"New at Smith",,  43.331500, -79.792665,,,0,,1
811,811,"Longmoor at Catalina",,  43.364359, -79.770362,,,0,,1
812,812,"Longmoor at Chamberlain",,  43.367322, -79.758077,,,0,,1
813,813,"Cavendish at Ingersoll",,  43.368509, -79.834570,,,0,,1
815,815,"Teen Tour Way at Central Library",,  43.335007, -79.790593,,,0,,1
816,816,"Burloak at Randolph",,  43.376285, -79.730507,,,0,,1
817,817,"2429 Headon Forest",,  43.382408, -79.831619,,,0,,1
818,818,"Francis at Glen View",,  43.322683, -79.825621,,,0,,1
82,82,"Guelph at Glencrest",,  43.340370, -79.787910,,,0,,1
821,821,"Brant at Victoria",,  43.329786, -79.803586,,,0,,1
822,822,"Brant at Blairholm",,  43.331198, -79.805642,,,0,,1
823,823,"Brant at Blairholm",,  43.331240, -79.806064,,,0,,1
824,824,"Brant at Faversham",,  43.352814, -79.837704,,,0,,1
825,825,"2632 Cavendish",,  43.365716, -79.850070,,,0,,1
827,827,"King at Bay",,  43.257985, -79.873658,,,0,,1
828,828,"York at Locke",,  43.265809, -79.881692,,,0,,1
829,829,"5155 Harvester",,  43.381992, -79.762908,,,0,,1
83,83,"Guelph at Glencrest",,  43.340367, -79.788367,,,0,,1
830,830,"Plains at St Matthew's",,  43.309710, -79.848638,,,0,,1
831,831,"172 Plains",,  43.310988, -79.846913,,,0,,1
832,832,"Plains at Downsview",,  43.315434, -79.841461,,,0,,1
833,833,"Plains at Howard",,  43.303576, -79.857071,,,0,,1
834,834,"York at James",,  43.259007, -79.868931,,,0,,1
835,835,"Lakeshore at Nelson",,  43.321401, -79.799568,,,0,,1
836,836,"Longmoor at Tipperary",,  43.365769, -79.761119,,,0,,1
838,838,"Sutton at Dryden",,  43.407821, -79.790822,,,0,,1
843,843,"Brant at Caroline",,  43.327602, -79.800491,,,0,,1
846,846,"Harvester at Burloak",,  43.391550, -79.752905,,,0,,1
847,847,"Brant at North Service",,  43.343438, -79.824305,,,0,,1
85,85,"Burlington GO Station",,  43.340046, -79.809315,,,0,,1
854,854,"Brant at Leighland",,  43.339120, -79.818310,,,0,,1
856,856,"Sutton at North Service",,  43.388196, -79.765596,,,0,,1
857,857,"Mainway at Appleby",,  43.386759, -79.781825,,,0,,1
858,858,"Sutton at Dundas",,  43.411717, -79.801342,,,0,,1
860,860,"Sutton at Pathfinder",,  43.410578, -79.798646,,,0,,1
866,866,"Headon Forest at Notre Dame C.S.S.",,  43.377882, -79.831823,,,0,,1
872,872,"Sutton at Dundas",,  43.411010, -79.800492,,,0,,1
873,873,"Thomas Alton at Tim Dobbie",,  43.400352, -79.822865,,,0,,1
874,874,"Tim Dobbie at Thomas Alton",,  43.400293, -79.822710,,,0,,1
879,879,"Thomas Alton at Ashlar",,  43.403214, -79.821542,,,0,,1
88,88,"New at Claridge",,  43.340945, -79.782598,,,0,,1
880,880,"Thomas Alton at Hopkins",,  43.404998, -79.821090,,,0,,1
881,881,"Thomas Alton at Ferguson",,  43.407217, -79.820379,,,0,,1
882,882,"Thomas Alton at Columbus",,  43.409204, -79.816538,,,0,,1
883,883,"Thomas Alton at Appleby",,  43.410010, -79.813428,,,0,,1
884,884,"Thomas Alton at Ferguson",,  43.407466, -79.820398,,,0,,1
885,885,"Thomas Alton at Columbus",,  43.409381, -79.816308,,,0,,1
886,886,"Thomas Alton at Hopkins",,  43.405230, -79.821211,,,0,,1
887,887,"Thomas Alton at Nixon",,  43.398355, -79.823648,,,0,,1
888,888,"Thomas Alton at Settlement",,  43.396441, -79.824679,,,0,,1
889,889,"Thomas Alton at Munson",,  43.395406, -79.826672,,,0,,1
89,89,"2200 Fairview",,  43.341222, -79.805202,,,0,,1
891,891,"Plains at Kingsway",,  43.320260, -79.834527,,,0,,1
893,893,"Appleby at Upper Middle",,  43.393239, -79.789757,,,0,,1
896,896,"Pinedale at New",,  43.375629, -79.744762,,,0,,1
897,897,"Appleby at Lakeshore",,  43.360597, -79.744657,,,0,,1
898,898,"Lakeshore at Appleby",,  43.360457, -79.744165,,,0,,1
899,899,"Appleby at Harrison",,  43.408314, -79.810676,,,0,,1
9,9,"541 Brant",,  43.329000, -79.802504,,,0,,1
90,90,"New at Rossmore",,  43.341176, -79.782058,,,0,,1
900,900,"Appleby at Harrison",,  43.408608, -79.810397,,,0,,1
906,906,"Pinedale at Forestwood",,  43.377818, -79.747688,,,0,,1
91,91,"Fairview at Argon",,  43.341673, -79.804937,,,0,,1
911,911,"York at Bay",,  43.260050, -79.873117,,,0,,1
912,912,"York at Park",,  43.259499, -79.871447,,,0,,1
913,913,"York at Queen",,  43.262525, -79.876997,,,0,,1
914,914,"Tim Dobbie at Alton Community Centre",,  43.398705, -79.818889,,,0,,1
915,915,"Mainway at Lampman",,  43.390114, -79.778196,,,0,,1
916,916,"Mainway at Norjohn",,  43.390348, -79.777644,,,0,,1
92,92,"Prospect at Parker",,  43.341945, -79.798958,,,0,,1
922,922,"Upper Middle at Country Club",,  43.387817, -79.796611,,,0,,1
923,923,"Appleby at Upper Middle",,  43.393026, -79.788921,,,0,,1
93,93,"Prospect at Parker",,  43.341884, -79.798722,,,0,,1
94,94,"3131 New",,  43.342090, -79.781345,,,0,,1
943,943,"Tyandaga Park at Brant",,  43.351025, -79.836205,,,0,,1
946,946,"Waterdown at Plains",,  43.307100, -79.853003,,,0,,1
947,947,"Upper Middle at Imperial Way",,  43.395621, -79.788284,,,0,,1
949,949,"Thomas Alton at Appleby",,  43.409990, -79.813931,,,0,,1
95,95,"Fairview at Drury",,  43.342331, -79.803700,,,0,,1
951,951,"1250 Appleby",,  43.384878, -79.778067,,,0,,1
952,952,"Appleby at Ironstone",,  43.392071, -79.788021,,,0,,1
959,959,"Brant at Plains",,  43.337941, -79.816823,,,0,,1
96,96,"Guelph at Woodward",,  43.342496, -79.790794,,,0,,1
963,963,"Sutton at Mainway",,  43.395114, -79.771310,,,0,,1
964,964,"Sutton at Mainway",,  43.394971, -79.771371,,,0,,1
965,965,"Smartcentres Burlington North Loop",,  43.407097, -79.810040,,,0,,1
967,967,"North Service at Skyview",,  43.333859, -79.838059,,,0,,1
971,971,"Kerns at Tyandaga Park",,  43.345603, -79.847415,,,0,,1
973,973,"Headon Forest at Pinemeadow",,  43.371519, -79.822090,,,0,,1
978,978,"South Service at Wyecroft",,  43.394851, -79.749603,,,0,,1
979,979,"Wyecroft at Burloak",,  43.392092, -79.751736,,,0,,1
98,98,"Guelph at Woodward",,  43.342551, -79.791267,,,0,,1
980,980,"Dundas at Walkers",,  43.392781, -79.823333,,,0,,1
981,981,"Dundas at Walkers",,  43.391375, -79.824492,,,0,,1
983,983,"Sutton at Downey",,  43.391279, -79.766348,,,0,,1
984,984,"Sutton at John Lucas",,  43.393596, -79.769169,,,0,,1
985,985,"Sutton at Sundial",,  43.409463, -79.795142,,,0,,1
986,986,"Sutton at Whitehorn",,  43.410566, -79.798259,,,0,,1
988,988,"Sutton at Easton",,  43.409462, -79.795560,,,0,,1
989,989,"546 Brant",,  43.328898, -79.802662,,,0,,1
991,991,"Fairview at Maple",,  43.328710, -79.821461,,,0,,1
992,992,"Waterdown at Railway",,  43.308640, -79.855382,,,0,,1
993,993,"Cavendish at Malcolm",,  43.370112, -79.843144,,,0,,1
996,996,"New at Appleby",,  43.367626, -79.753045,,,0,,1
997,997,"Tim Dobbie at Alton Community Centre",,  43.398942, -79.818931,,,0,,1
998,998,"Appleby at Spruce",,  43.363297, -79.748265,,,0,,1
999,999,"Lakeshore at Kenwood",,  43.366967, -79.732637,,,0,,1
