stop_id,stop_code,stop_name,stop_desc,platform_code,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,preferred
4321,4321,EDGELEY BLVD / FOUR VALLEY DR,,,43.819659,-79.539089,1,,0, ,,1,1
4322,4322,EDGELEY BLVD / CORSTATE AV,,,43.817398,-79.53932,1,,0, ,,1,1
4323,4323,EDGELEY BLVD / FOUR VALLEY DR,,,43.815762,-79.539405,1,,0, ,,1,1
4329,4329,EDGELEY BLVD / CORSTATE AV,,,43.816977,-79.539161,1,,0, ,,1,1
4422,4422,PROMENADE CIR / EAST PROMENADE,,,43.807584,-79.450141,1,,0, ,,1,1
4424,4424,ABERDEEN AV / ANDREA LANE,,,43.802193,-79.568099,1,,0, ,,1,1
4430,4430,BATHURST ST / WOODLAND ACRES CRES,,,43.894326,-79.469887,1,,0, ,,1,1
4434,4434,BAYVIEW AV / WOODRIVER RD,,,43.899955,-79.421185,1,,0, ,,1,1
4436,4436,BATHURST ST / BLOOMINGTON RD,,,43.956773,-79.485222,1,,0, ,,1,1
4437,4437,BAYVIEW AV / FERN AV,,,43.86081,-79.411642,1,,0, ,,2,1
4439,4439,BATHURST ST / HUMBERLAND DR,,,43.950328,-79.483725,1,,0, ,,1,1
4461,4461,RICHMOND HILL CENTRE PLATFORM 8,,8,43.83968,-79.425301,1,,0,10,,1,1
4465,4465,MAJOR MACKENZIE DR STOP # 4465,,,43.893695,-79.336632,1,,0, ,,1,1
4468,4468,RICHMOND HILL CENTRE PLATFORM 7,,7,43.839711,-79.42523,1,,0,10,,1,1
4477,4477,LANGSTAFF RD / TERECAR DR,,,43.808702,-79.547855,1,,0, ,,1,1
4480,4480,FINCH AV / JOHN GARLAND BLVD,,,43.735917,-79.59507,4,,0, ,,1,1
4488,4488,FINCH AV / WESTMORE DR,,,43.734739,-79.601545,1,,0, ,,1,1
4489,4489,FINCH AV / SILVERSTONE DR,,,43.736166,-79.594771,1,,0, ,,1,1
4490,4490,MARTIN GROVE RD/ FINCH AV,,,43.736964,-79.591893,4,,0, ,,1,1
4491,4491,MARTIN GROVE RD / ALBION RD,,,43.742463,-79.594606,1,,0, ,,1,1
4492,4492,MARTIN GROVE RD / LEXINGTON AV,,,43.744396,-79.595533,1,,0, ,,1,1
4493,4493,MARTIN GROVE RD / SILVERSTONE DR,,,43.751089,-79.59883,1,,0, ,,1,1
4496,4496,BERNARD AV / YORKLAND ST,,,43.89525,-79.439307,1,,0, ,,1,1
4499,4499,MELVILLE AV / EDDINGTON PL,,,43.84233,-79.53006,1,,0, ,,1,1
4500,4500,MCNAUGHTON RD / CRANSTON PARK AV,,,43.858369,-79.52319,1,,0, ,,2,1
4501,4501,BRANDON GATE DR / JANE ST,,,43.862774,-79.538804,1,,0, ,,1,1
4572,4572,HILDA AV / CRESTWOOD RD,,,43.798744,-79.42968,1,,0, ,,1,1
4573,4573,HILDA AV / YORK HILL BLVD,,,43.802465,-79.433509,1,,0, ,,1,1
4574,4574,HILDA AV / YORK HILL BLVD,,,43.802664,-79.434099,1,,0, ,,1,1
4575,4575,HILDA AV / CRESTWOOD RD,,,43.798965,-79.42995,1,,0, ,,1,1
4576,4576,HILDA AV / STEELES AV,,,43.796617,-79.429603,1,,0, ,,2,1
4578,4578,ATKINSON AV / SPRING GATE BLVD,,,43.806647,-79.441468,1,,0, ,,1,1
4579,4579,ATKINSON AV / MANOR GATE,,,43.810774,-79.442859,1,,0, ,,1,1
4580,4580,CENTRE ST / ATKINSON AV,,,43.812237,-79.444047,1,,0, ,,1,1
4582,4582,THORNHILL WOODS DR / MATISSE TRL,,,43.837566,-79.468636,1,,0, ,,1,1
4583,4583,THORNHILL WOODS DR / SERENE WAY,,,43.84118,-79.469417,1,,0, ,,2,1
4584,4584,THORNHILL WOODS DR / FOXWOOD RD,,,43.842754,-79.469243,1,,0, ,,1,1
4585,4585,THORNHILL WOODS DR / RUTHERFORD RD,,,43.84467,-79.469879,1,,0, ,,1,1
4586,4586,THORNHILL WOODS DR / MINTWOOD RD,,,43.84389,-79.46978,1,,0, ,,2,1
4587,4587,THORNHILL WOODS DR / FOXWOOD RD,,,43.84257,-79.469368,1,,0, ,,1,1
4588,4588,THORNHILL WOODS DR / APPLE BLOSSOM,THORNHILL WOODS DR & APPLE BLOSSOM DR,,43.840649,-79.469577,1,,0, ,,1,1
4589,4589,THORNHILL WOODS DR / MATISSE TRL,,,43.837858,-79.468849,1,,0, ,,1,1
4590,4590,THORNHILL WOODS DR / AUTUMN HILL BL,THORNHILL WOODS DR & AUTUMN HILL BLVD,,43.835945,-79.468315,1,,0, ,,1,1
4591,4591,MAPLE SUGAR LANE / THORNHILL WOODS,MAPLE SUGAR LANE & THORNHILL WOODS DR,,43.827051,-79.465218,1,,0, ,,2,1
4592,4592,MAPLE SUGAR LANE / DANIEL REAMAN CR,MAPLE SUGAR LANE & DANIEL REAMAN CRES,,43.826541,-79.467594,1,,0, ,,2,1
4593,4593,MAPLE SUGAR LANE / SUGARFOREST DR,,,43.825866,-79.470806,1,,0, ,,2,1
4594,4594,PLEASANT RIDGE / MAPLE SUGAR LANE,PLEASANT RIDGE AV & MAPLE SUGAR LANE,,43.82612,-79.473164,1,,0, ,,1,1
4595,4595,PLEASANT RIDGE AV / MISTYSUGAR TRL,,,43.827517,-79.473557,1,,0, ,,1,1
4596,4596,PLEASANT RIDGE AV / SEABREEZE AV,,,43.829446,-79.473946,1,,0, ,,1,1
4597,4597,PLEASANT RIDGE AV / FIRTREE TRL,,,43.828122,-79.47387,1,,0, ,,1,1
4598,4598,MAPLE SUGAR LANE / SUGARFOREST DR,,,43.825641,-79.471335,1,,0, ,,1,1
4599,4599,MAPLE SUGAR LANE / DANIEL REAMAN CR,MAPLE SUGAR LANE & DANIEL REAMAN CRES,,43.826334,-79.468038,1,,0, ,,1,1
4600,4600,MAPLE SUGAR LANE / THORNHILL WOODS,MAPLE SUGAR LANE & THORNHILL WOODS DR,,43.827005,-79.464866,1,,0, ,,2,1
4610,4610,TIERRA AV / TREASURE RD,,,43.85634,-79.544393,1,,0, ,,2,1
4611,4611,MELVILLE AV / NORWOOD AV,,,43.843611,-79.530307,1,,0, ,,1,1
4617,4617,THORNHILL WOODS DR / AUTUMN HILL BL,THORNHILL WOODS DR & AUTUMN HILL BLVD,,43.835623,-79.468063,1,,0, ,,1,1
4620,4620,ISLINGTON AV / MAJOR MACKENZIE DR,,,43.83194,-79.616747,1,,0, ,,1,1
4623,4623,YONGE ST / HARDING BLVD,,,43.86678,-79.436474,1,,0, ,,1,1
4624,4624,YONGE ST / HOPKINS ST,,,43.869505,-79.437086,1,,0, ,,1,1
4625,4625,ISLINGTON AV / TURNING LEAF DR,,,43.818772,-79.603197,1,,0, ,,1,1
4626,4626,ISLINGTON AV / SONOMA BLVD,,,43.821969,-79.607108,1,,0, ,,1,1
4627,4627,ISLINGTON AV / NAPA VALLEY AV,,,43.826242,-79.609577,1,,0, ,,1,1
4629,4629,ISLINGTON AV / MAJOR MACKENZIE DR,,,43.832014,-79.617241,1,,0, ,,1,1
4631,4631,ISLINGTON AV / TUSCAN WOODS TRL,,,43.828994,-79.611558,1,,0, ,,1,1
4632,4632,ISLINGTON AV / NAPA VALLEY AV,,,43.825939,-79.609092,1,,0, ,,2,1
4633,4633,ISLINGTON AV STOP # 4633,,,43.823641,-79.607797,1,,0, ,,1,1
4634,4634,ISLINGTON AV / SONOMA BLVD,,,43.821716,-79.606616,1,,0, ,,1,1
4636,4636,MELVILLE AV / EDDINGTON PL,,,43.842709,-79.530314,1,,0, ,,2,1
4638,4638,ISLINGTON AV / TUSCAN WOODS TRL,,,43.829158,-79.612229,1,,0, ,,1,1
4676,4676,YONGE ST / LEVENDALE RD,,,43.882786,-79.440034,1,,0, ,,1,1
4678,4678,YONGE ST / INDUSTRIAL PKWY,,,43.980635,-79.462813,1,,0, ,,1,1
4679,4679,YONGE ST STOP # 4679,,,44.034363,-79.475434,1,,0, ,,1,1
4680,4680,GREEN LANE / YONGE ST,,,44.072654,-79.485451,1,,0, ,,1,1
4681,4681,YONGE ST / VALHALLA CRT,,,44.006481,-79.469345,1,,0, ,,1,1
4683,4683,YONGE ST / CHURCH ST,,,43.996791,-79.46697,1,,0, ,,1,1
4684,4684,YONGE ST / KENNEDY ST,,,43.994172,-79.466302,1,,0, ,,1,1
4685,4685,YONGE ST / GILBERT DR,,,43.977941,-79.46255,1,,0, ,,1,1
4686,4686,YONGE ST / RIDGE RD,,,43.972606,-79.461297,1,,0, ,,2,1
4688,4688,YONGE ST / NOTTINGHAM DR,,,43.90495,-79.445298,1,,0, ,,1,1
4689,4689,YONGE ST / RIDGE RD,,,43.972623,-79.461004,1,,0, ,,2,1
4690,4690,YONGE ST / TRAYBORN DR,,,43.885006,-79.440636,1,,0, ,,1,1
4691,4691,NEWMARKET TERMINAL PLATFORM 6,320 EAGLE ST W NEWMARKET TERMINAL & PLATFORM 6,6,44.053076,-79.487077,1,,0,12,,1,1
4692,4692,YONGE ST / WRIGHT ST,,,43.878121,-79.43898,1,,0, ,,1,1
4693,4693,YONGE ST / CENTRE ST,,,43.875626,-79.438322,1,,0, ,,1,1
4694,4694,YONGE ST / ARNOLD CRES,,,43.873782,-79.437899,1,,0, ,,1,1
4695,4695,YONGE ST / HIGH TECH RD,,,43.841704,-79.430455,1,,0, ,,1,1
4696,4696,YONGE ST / GARDEN AV,,,43.83824,-79.429701,1,,0, ,,1,1
4705,4705,YONGE ST / BROOKSIDE RD,,,43.898838,-79.443908,1,,0, ,,1,1
4721,4721,YONGE ST / SUNSET BEACH RD,,,43.943311,-79.454238,1,,0, ,,2,1
4732,4732,HIGHWAY 7 / MILLWAY AV,,,43.793673,-79.527575,1,,0, ,,1,1
4733,4733,HIGHWAY 7 / HUNTINGTON RD,INTERCHANGE-ROAD ALLOWANCE & HUNTINGTON RD,,43.76757,-79.64717,1,,0, ,,1,1
4734,4734,HIGHWAY 7 / MILLWAY AV,,,43.793284,-79.527354,1,,0, ,,1,1
4793,4793,MAJOR MACKENZIE DR / WILLIAM BERCZY,MAJOR MACKENZIE DR & WILLIAM BERCZY BLVD,,43.898458,-79.314331,1,,0, ,,1,1
4794,4794,MAJOR MACKENZIE DR / ANGUS GLEN BLV,MAJOR MACKENZIE DR & ANGUS GLEN BLVD,,43.894061,-79.334108,1,,0, ,,1,1
4795,4795,MAJOR MACKENZIE DR / MARKLAND ST,,,43.884904,-79.372872,1,,0, ,,1,1
4796,4796,MAJOR MACKENZIE DR / KEELE ST,,,43.854715,-79.512653,1,,0, ,,1,1
4797,4797,MAJOR MACKENZIE DR / ROY RAINEY AV,,,43.905177,-79.286528,1,,0, ,,1,1
4798,4798,MAJOR MACKENZIE DR / KENNEDY RD,,,43.897339,-79.319462,1,,0, ,,1,1
4799,4799,MAJOR MACKENZIE DR / MINGAY AV,,,43.90711,-79.278404,1,,0, ,,1,1
4801,4801,MCNAUGHTON RD / KEELE ST,,,43.860881,-79.51437,1,,0, ,,1,1
4802,4802,MCNAUGHTON RD / ST. JOAN OF ARC AV,,,43.85999,-79.519793,1,,0, ,,2,1
4803,4803,MELVILLE AV / HUDSON DR,,,43.848272,-79.531081,1,,0, ,,1,1
4804,4804,MELVILLE AV / HUDSON DR,,,43.848507,-79.531342,1,,0, ,,1,1
4806,4806,MAJOR MACKENZIE DR / HIGHWAY 48,,,43.909726,-79.269161,1,,0, ,,2,1
4807,4807,MAJOR MACKENZIE DR / KENNEDY RD,,,43.897781,-79.318429,1,,0, ,,1,1
4808,4808,MAJOR MACKENZIE DR / WILLIAM BERCZY,MAJOR MACKENZIE DR & WILLIAM BERCZY BLVD,,43.898771,-79.313893,1,,0, ,,1,1
4809,4809,MAJOR MACKENZIE DR / RIDGECREST RD,,,43.900966,-79.30434,1,,0, ,,1,1
4811,4811,MAJOR MACKENZIE DR / STRICKER AV,,,43.904825,-79.288993,1,,0, ,,2,1
4812,4812,MAJOR MACKENZIE DR / STRICKER AV,,,43.904447,-79.289698,1,,0, ,,1,1
4813,4813,MAJOR MACKENZIE DR / MINGAY AV,,,43.907453,-79.277797,1,,0, ,,1,1
4817,4817,MAJOR MACKENZIE DR / MARKHAM RD,,,43.909737,-79.268437,1,,0, ,,1,1
4818,4818,MAJOR MACKENZIE DR / RALPH CHALMERS,MAJOR MACKENZIE DR & RALPH CHALMERS AV,,43.908408,-79.273045,1,,0, ,,1,1
4819,4819,MAJOR MACKENZIE DR / ROY RAINEY AV,,,43.90563,-79.285511,1,,0, ,,1,1
4884,4884,GREEN LANE / FALLINGBROOKE CRT,,,43.830443,-79.377226,1,,0, ,,1,1
4885,4885,GREEN LANE / KINGS COLLEGE RD,,,43.82491,-79.38452,1,,0, ,,1,1
4886,4886,GREEN LANE / WILLOWBROOK RD,,,43.823963,-79.389039,1,,0, ,,1,1
4887,4887,WILLOWBROOK RD / HOLM CRES,,,43.82708,-79.389807,1,,0, ,,1,1
4888,4888,WILLOWBROOK RD / RAVENCLIFFE RD,,,43.828496,-79.391412,1,,0, ,,1,1
4889,4889,WILLOWBROOK RD / INNISBROOK CRES,,,43.829901,-79.39269,1,,0, ,,1,1
4890,4890,WILLOWBROOK RD / CHARNWOOD PL,,,43.831322,-79.394156,1,,0, ,,1,1
4891,4891,WILLOWBROOK RD / ABRAHAM AV,,,43.831267,-79.397527,1,,0, ,,2,1
4892,4892,WILLOWBROOK RD / TRIMBLE CRT,,,43.830285,-79.398593,1,,0, ,,2,1
4893,4893,WILLOWBROOK RD / BRAEBURN DR,,,43.828782,-79.399409,1,,0, ,,2,1
4894,4894,WILLOWBROOK RD / BRAEBURN DR,,,43.828655,-79.399457,1,,0, ,,1,1
4895,4895,WILLOWBROOK RD / BAYVIEW AV,,,43.828295,-79.402806,1,,0, ,,1,1
4896,4896,ROYAL ORCHARD BLVD / DORAL GATE,,,43.824882,-79.404234,1,,0, ,,1,1
4897,4897,ROYAL ORCHARD BLVD / BLUE SPRUCE LA,ROYAL ORCHARD BLVD & BLUE SPRUCE LANE,,43.824693,-79.406731,1,,0, ,,1,1
4898,4898,ROYAL ORCHARD BLVD / SHADY LANE CRE,ROYAL ORCHARD BLVD & SHADY LANE CRES,,43.824284,-79.409147,1,,0, ,,1,1
4899,4899,ROYAL ORCHARD BLVD / KIRK DR,,,43.824454,-79.412392,1,,0, ,,1,1
4900,4900,ROYAL ORCHARD BLVD / BAY THORN DR,,,43.824205,-79.416819,1,,0, ,,1,1
4901,4901,ROYAL ORCHARD BLVD / WILD CHERRY LA,ROYAL ORCHARD BLVD & WILD CHERRY LANE,,43.823151,-79.421181,1,,0, ,,1,1
4902,4902,ROYAL ORCHARD BLVD / YONGE ST,,,43.823107,-79.424686,1,,0, ,,2,1
4911,4911,JANE ST / AVRO RD,,,43.845353,-79.535935,1,,0, ,,1,1
4913,4913,JANE ST / NORWOOD AV,,,43.843215,-79.53543,1,,0, ,,1,1
4915,4915,YONGE ST STOP # 4915,,,43.78496,-79.416698,1,,0, ,,1,1
4916,4916,YONGE ST / CENTRE AV,,,43.79149,-79.418316,1,,0, ,,1,1
4917,4917,YONGE ST / STEELES AV,,,43.797916,-79.419892,1,,0, ,,1,1
4918,4918,RUTHERFORD RD / VAUGHAN MILLS RD,,,43.813203,-79.616653,1,,0, ,,1,1
4919,4919,GREEN LANE / HUNTINGTON PARK DR,,,43.825962,-79.379693,1,,0, ,,2,1
4934,4934,ELGIN WEST C.C. STOP # 4934,ELGIN WEST COMMUNITY CENTRE,,43.89286,-79.468666,1,,0, ,,1,1
4950,4950,MAJOR MACKENZIE DR / YONGE ST,,,43.871414,-79.436912,1,,0, ,,1,1
4956,4956,MAJOR MACKENZIE DR / OLD 17TH AV,,,43.890625,-79.347426,1,,0, ,,1,1
4984,4984,LANGSTAFF RD / WOODCROFT LANE,,,43.794991,-79.610993,1,,0, ,,1,1
4985,4985,LANGSTAFF RD / VAUGHAN MILLS RD,,,43.795848,-79.606903,1,,0, ,,1,1
4986,4986,KIPLING AV / BEECHNUT RD,,,43.794876,-79.604128,1,,0, ,,1,1
4987,4987,KIPLING AV / HURRICANE AV,,,43.792486,-79.600626,1,,0, ,,1,1
4988,4988,KIPLING AV / MEETING HOUSE RD,,,43.790238,-79.600093,1,,0, ,,1,1
4989,4989,KIPLING AV STOP # 4989,,,43.786854,-79.59928,1,,0, ,,1,1
4990,4990,KIPLING AV / WOODBRIDGE AV,,,43.784188,-79.598661,1,,0, ,,2,1
5022,5022,DAVIS DR / YONGE ST,,,44.054598,-79.48074,1,,0, ,,2,1
5037,5037,WESTON RD / HAWKVIEW BLVD,,,43.828175,-79.556892,1,,0, ,,1,1
5044,5044,ISLINGTON AV STOP # 5044,,,43.824053,-79.608323,1,,0, ,,1,1
5045,5045,MAJOR MACKENZIE DR / OLD MARKHAM RD,,,43.876103,-79.412503,1,,0, ,,1,1
5046,5046,MAJOR MACKENZIE DR / SPADINA RD,,,43.876794,-79.406801,1,,0, ,,1,1
5047,5047,MAJOR MACKENZIE DR / BOAKE TRL,,,43.878096,-79.400789,1,,0, ,,1,1
5048,5048,MAJOR MACKENZIE DR / FORESTWOOD ST,,,43.878923,-79.39694,1,,0, ,,2,1
5049,5049,MAJOR MACKENZIE DR / LESLIE ST,,,43.880199,-79.392005,1,,0, ,,1,1
5050,5050,MAJOR MACKENZIE DR / MARKLAND ST,,,43.884489,-79.373531,1,,0, ,,1,1
5052,5052,MAJOR MACKENZIE DR STOP # 5052,,,43.89339,-79.33719,1,,0, ,,1,1
5055,5055,YONGE ST / PATRICIA AV,YONGE ST & PATRICA AV,,43.790138,-79.417977,1,,0, ,,1,1
5092,5092,YONGE ST / DAVIS DR,,,44.055096,-79.480711,1,,0, ,,1,1
5093,5093,YONGE ST / SILVER MAPLE RD,,,43.929207,-79.451745,1,,0, ,,1,1
5094,5094,YONGE ST STOP # 5094,,,43.901299,-79.444488,1,,0, ,,1,1
5115,5115,HIGHWAY 27 / NICKEL GATE,,,43.788107,-79.625133,1,,0, ,,1,1
5130,5130,BATHURST ST / HEARTHSIDE AV,,,43.909434,-79.473346,1,,0, ,,1,1
5131,5131,BATHURST ST / TOWER HILL RD,,,43.913074,-79.474197,1,,0, ,,1,1
5147,5147,BATHURST ST / AUGUSTINE AV,,,43.935695,-79.480766,1,,0, ,,1,1
5148,5148,BATHURST ST / KINGSHILL RD,,,43.931476,-79.47974,1,,0, ,,1,1
5149,5149,BATHURST ST / HEARTHSIDE AV,,,43.90998,-79.473783,1,,0, ,,2,1
5157,5157,SUMMERIDGE DR / TREECREST DR,,,43.830216,-79.46984,1,,0, ,,1,1
5164,5164,BATHURST ST STOP # 5164,,,43.953387,-79.484461,1,,0, ,,1,1
5168,5168,SUMMERIDGE DR / COUTURE GDNS,,,43.830567,-79.468736,1,,0, ,,1,1
5169,5169,SUMMERIDGE DR / PLEASANT RIDGE AV,,,43.829957,-79.473707,1,,0, ,,2,1
5187,5187,HIGHWAY 27 / ROYALPARK WAY,,,43.806205,-79.628762,1,,0, ,,1,1
5191,5191,HILDA AV / JONATHAN GATE,,,43.803963,-79.435975,1,,0, ,,1,1
5192,5192,HILDA AV / JONATHAN GATE,,,43.803713,-79.435376,1,,0, ,,1,1
5231,5231,BATHURST ST / AUGUSTINE AV,,,43.934876,-79.480246,1,,0, ,,1,1
5234,5234,BAYVIEW AV / WHITELAW CRT,,,43.806439,-79.39832,1,,0, ,,1,1
5235,5235,BAYVIEW AV / FAIRFIELD PL,,,43.806131,-79.397983,1,,0, ,,1,1
5236,5236,BATHURST ST / STOCKDALE CRES,,,43.858969,-79.461102,1,,0, ,,2,1
5258,5258,BATHURST ST STOP # 5258,,,43.953822,-79.484788,1,,0, ,,2,1
5259,5259,BATHURST ST / PUCCINI DR,,,43.941646,-79.482203,1,,0, ,,2,1
5260,5260,MAJOR MACKENZIE DR / MCNAUGHTON RD,,,43.858756,-79.498376,1,,0, ,,1,1
5261,5261,MAJOR MACKENZIE DR / PETER RUPERT A,MAJOR MACKENZIE DR & PETER RUPERT AV,,43.858335,-79.499138,1,,0, ,,1,1
5262,5262,MAJOR MACKENZIE DR / GRAND TRUNK AV,,,43.859507,-79.494105,1,,0, ,,1,1
5265,5265,MARTIN GROVE RD / FINCH AV,,,43.737271,-79.591781,1,,0, ,,1,1
5266,5266,MARTIN GROVE RD / ALBION RD,,,43.74153,-79.593836,1,,0, ,,1,1
5267,5267,MARTIN GROVE RD / GARFELLA DR,,,43.744254,-79.595195,1,,0, ,,1,1
5268,5268,MARTIN GROVE RD / SILVERSTONE DR,,,43.750847,-79.598395,1,,0, ,,1,1
5269,5269,MARTIN GROVE RD / GIHON SPRING DR,,,43.753954,-79.599891,1,,0, ,,1,1
5270,5270,MARTIN GROVE RD / CABERNET CIR,,,43.754169,-79.600281,1,,0, ,,1,1
5277,5277,HIGHWAY 27 / RUTHERFORD RD,,,43.810888,-79.628824,1,,0, ,,1,1
5287,5287,MAJOR MACKENZIE DR / THE BRIDLE WAL,MAJOR MACKENZIE DR & THE BRIDLE WALK,,43.899471,-79.309919,1,,0, ,,2,1
5288,5288,MAJOR MACKENZIE DR / THE BRIDLE WAL,MAJOR MACKENZIE DR & THE BRIDAL WALK,,43.899841,-79.309346,1,,0, ,,2,1
5305,5305,YORKLAND ST / SQUIRE DR,,,43.896475,-79.439356,1,,0, ,,1,1
5310,5310,RUTHERFORD RD / ILAN RAMON BLVD,,,43.846805,-79.462243,1,,0, ,,2,1
5312,5312,CLARK AV STOP # 5312,,,43.802215,-79.454968,1,,0, ,,1,1
5313,5313,CLARK AV STOP # 5313,,,43.802232,-79.454098,1,,0, ,,1,1
5316,5316,YONGE ST / MOORE PARK AV,,,43.793992,-79.419191,1,,0, ,,1,1
5745,5745,DUFFERIN ST / IVY GLEN DR,,,43.854697,-79.48606,1,,0, ,,1,1
5331,5331,GREEN LANE / HUNTINGTON PARK DR,,,43.829421,-79.378479,1,,0, ,,1,1
5332,5332,PROMENADE TERMINAL PLATFORM 3,1 PROMENADE CIR PROMENADE TERMINAL & PLATFORM 3,3,43.809631,-79.453891,1,,0,18,,1,1
5336,5336,WEST PROMENADE / NEW WESTMINSTER DR,,,43.806182,-79.455437,1,,0, ,,1,1
5602,5602,LOCKE ST / CREDITSTONE RD,,,43.82485,-79.524027,1,,0, ,,1,1
5603,5603,LOCKE ST STOP # 5603,,,43.824407,-79.527708,1,,0, ,,2,1
5604,5604,LOCKE ST STOP # 5604,,,43.824416,-79.52714,1,,0, ,,1,1
9753,9753,HWY 7 / MAIN MARKHAM,6001 Highway 7 E HIGHWAY 7 & MAIN ST MARKHAM,,43.873945,-79.259326,1,,0, ,,1,1
9754,9754,HWY 7 / MAIN MARKHAM,HIGHWAY 7 & MAIN ST MARKHAM,,43.873906,-79.260273,1,,0, ,,1,1
9755,9755,HWY 7 / WOOTTEN,6501 Highway 7 E HIGHWAY 7 & WOOTTEN WAY,,43.87771,-79.243483,1,,0, ,,1,1
9756,9756,HWY 7 / WOOTTEN,6500 Highway 7 E HIGHWAY 7 & WOOTTEN WAY,,43.877991,-79.243027,1,,0, ,,1,1
3672,3672,STEELES AV / ISLINGTON AV,,,43.764392,-79.57414,1,,0, ,,1,1
5689,5689,ZENWAY BLVD / VAUGHAN VALLEY BLVD,,,43.776793,-79.626968,1,,0, ,,1,1
5690,5690,VAUGHAN VALLEY BLVD / STONE RIDGE R,VAUGHAN VALLEY BLVD & STONE RIDGE RD,,43.774255,-79.626318,1,,0, ,,1,1
4619,4619,JANE ST / MAJOR MACKENZIE DR,,,43.849698,-79.536896,1,,0, ,,1,1
2941,2941,BRANDON GATE DR / MELVILLE AV,,,43.862855,-79.535406,1,,0, ,,1,1
3027,3027,RUTHERFORD RD / GREENOCK DR,,,43.835411,-79.513541,1,,0, ,,2,1
3028,3028,RUTHERFORD RD / ROTATIONAL DR,,,43.834686,-79.517067,1,,0, ,,1,1
3029,3029,RUTHERFORD RD / MELVILLE AV,,,43.833661,-79.521677,1,,0, ,,1,1
3060,3060,RUTHERFORD RD / ROTATIONAL DR,,,43.834339,-79.517633,1,,0, ,,1,1
3061,3061,RUTHERFORD RD / GREENOCK DR,,,43.83509,-79.51401,1,,0, ,,2,1
3062,3062,RUTHERFORD RD / KEELE ST,,,43.836217,-79.50858,1,,0, ,,2,1
3936,3936,KEELE ST / MAJOR MACKENZIE DR,,,43.855387,-79.512368,1,,0, ,,1,1
3937,3937,KEELE ST / RAILWAY ST,,,43.856528,-79.512681,1,,0, ,,1,1
3938,3938,KEELE ST / MASTERS AV,,,43.858642,-79.513123,1,,0, ,,1,1
3939,3939,KEELE ST / MCNAUGHTON RD,,,43.860795,-79.513636,1,,0, ,,1,1
3941,3941,KEELE ST / DRUMMOND DR,,,43.867317,-79.515086,1,,0, ,,1,1
3958,3958,KEELE ST STOP # 3958,,,43.8644,-79.514639,1,,0, ,,1,1
3959,3959,KEELE ST / MCNAUGHTON RD,,,43.861251,-79.51395,1,,0, ,,1,1
3961,3961,KEELE ST / MASTERS AV,,,43.859086,-79.51343,1,,0, ,,1,1
3962,3962,KEELE ST / KILLIAN RD,,,43.856885,-79.512939,1,,0, ,,2,1
3963,3963,KEELE ST / MAJOR MACKENZIE DR,,,43.855097,-79.512547,1,,0, ,,1,1
3974,3974,JOHN DEISMAN BLVD / AMERICA AV,,,43.858275,-79.548354,1,,0, ,,1,1
3975,3975,AMERICA AV / TREASURE RD,,,43.85973,-79.546471,1,,0, ,,1,1
3976,3976,AMERICA AV / DISCOVERY TRL,,,43.86142,-79.543865,1,,0, ,,1,1
3977,3977,AMERICA AV / JANE ST,,,43.862437,-79.540371,1,,0, ,,1,1
5480,5480,BOX GROVE BYPASS STOP # 5480,BOX GROVE BYPASS & COPPER CREEK DR,,43.865957,-79.230636,1,,0, ,,1,1
5482,5482,14TH AV / RIVERWALK DR,,,43.861204,-79.222541,1,,0, ,,2,1
5550,5550,ROUGE BANK DR / NINTH LINE,,,43.863808,-79.23145,1,,0, ,,1,1
5837,5837,MAJOR MACKENZIE DR / MCCOWAN RD,,,43.903405,-79.294167,1,,0, ,,2,1
5844,5844,RUTHERFORD RD / NAPA VALLEY AV,,,43.81353,-79.616104,1,,0, ,,1,1
5309,5309,NASHVILLE RD / HIGHWAY 27,,,43.843592,-79.633289,1,,0, ,,1,1
5314,5314,YONGE ST / STEELES AV,,,43.797434,-79.420037,1,,0, ,,1,1
5315,5315,YONGE ST / ABITIBI AV,,,43.796088,-79.419718,1,,0, ,,1,1
5317,5317,YONGE ST / CONNAUGHT AV,,,43.789452,-79.418069,1,,0, ,,1,1
5318,5318,YONGE ST / DREWRY AV,,,43.7872,-79.417496,1,,0, ,,1,1
5330,5330,WILLOWBROOK RD / BAYVIEW AV,,,43.828204,-79.40266,1,,0, ,,1,1
5337,5337,THORNHILL C.C. STOP # 5337,THORNHILL COMMUNITY CENTRE,,43.819746,-79.400847,1,,0, ,,1,1
5468,5468,BATHURST ST / JEFFERSON SDRD,,,43.916746,-79.475123,1,,0, ,,1,1
5469,5469,BATHURST ST / KING VAUGHAN RD,,,43.921082,-79.476895,1,,0, ,,1,1
5601,5601,LOCKE ST / CREDITSTONE RD,,,43.825019,-79.524305,1,,0, ,,2,1
5616,5616,BATHURST ST / TOWER HILL DR,BATHURST ST & TOWER HILL RD,,43.913471,-79.47463,1,,0, ,,1,1
5617,5617,BATHURST ST / JEFFERSON SDRD,,,43.917178,-79.47553,1,,0, ,,1,1
5481,5481,BOX GROVE BYP / RIZAL AV,,,43.86252,-79.2252,1,,0, ,,1,1
5495,5495,HAZELTON AV / VINE CLIFF BLVD,,,43.894185,-79.366251,1,,0, ,,1,1
