fare_id,price,currency_type,payment_method,transfers,agency_id
28-46,22.20,CAD,1,,GO
45-28,20.80,CAD,1,,GO
28-45,20.80,CAD,1,,GO
44-28,19.95,CAD,1,,GO
28-44,19.95,CAD,1,,GO
43-28,23.45,CAD,1,,GO
28-43,23.45,CAD,1,,GO
42-28,22.95,CAD,1,,GO
28-42,22.95,CAD,1,,GO
41-28,21.50,CAD,1,,GO
28-41,21.50,CAD,1,,GO
40-28,19.40,CAD,1,,GO
28-40,19.40,CAD,1,,GO
39-28,25.75,CAD,1,,GO
28-39,25.75,CAD,1,,GO
38-28,25.00,CAD,1,,GO
28-38,25.00,CAD,1,,GO
37-28,23.85,CAD,1,,GO
28-37,23.85,CAD,1,,GO
35-28,22.25,CAD,1,,GO
28-35,22.25,CAD,1,,GO
34-28,21.25,CAD,1,,GO
28-34,21.25,CAD,1,,GO
33-28,20.35,CAD,1,,GO
28-33,20.35,CAD,1,,GO
32-28,19.80,CAD,1,,GO
28-32,19.80,CAD,1,,GO
31-28,18.75,CAD,1,,GO
28-31,18.75,CAD,1,,GO
30-28,11.40,CAD,1,,GO
28-30,11.40,CAD,1,,GO
29-28,7.00,CAD,1,,GO
28-29,7.00,CAD,1,,GO
28-28,4.40,CAD,1,,GO
98-27,22.50,CAD,1,,GO
27-98,22.50,CAD,1,,GO
97-27,27.10,CAD,1,,GO
27-97,27.10,CAD,1,,GO
96-27,26.30,CAD,1,,GO
27-96,26.30,CAD,1,,GO
95-27,25.70,CAD,1,,GO
27-95,25.70,CAD,1,,GO
94-27,25.15,CAD,1,,GO
27-94,25.15,CAD,1,,GO
93-27,24.35,CAD,1,,GO
27-93,24.35,CAD,1,,GO
92-27,23.60,CAD,1,,GO
27-92,23.60,CAD,1,,GO
91-27,22.80,CAD,1,,GO
27-91,22.80,CAD,1,,GO
90-27,22.10,CAD,1,,GO
27-90,22.10,CAD,1,,GO
89-27,22.10,CAD,1,,GO
27-89,22.10,CAD,1,,GO
88-27,25.15,CAD,1,,GO
27-88,25.15,CAD,1,,GO
86-27,22.80,CAD,1,,GO
27-86,22.80,CAD,1,,GO
85-27,18.25,CAD,1,,GO
27-85,18.25,CAD,1,,GO
84-27,20.50,CAD,1,,GO
27-84,20.50,CAD,1,,GO
83-27,19.50,CAD,1,,GO
27-83,19.50,CAD,1,,GO
82-27,18.25,CAD,1,,GO
27-82,18.25,CAD,1,,GO
81-27,17.50,CAD,1,,GO
27-81,17.50,CAD,1,,GO
80-27,17.00,CAD,1,,GO
27-80,17.00,CAD,1,,GO
79-27,18.30,CAD,1,,GO
27-79,18.30,CAD,1,,GO
78-27,22.10,CAD,1,,GO
27-78,22.10,CAD,1,,GO
77-27,20.15,CAD,1,,GO
27-77,20.15,CAD,1,,GO
76-27,26.65,CAD,1,,GO
27-76,26.65,CAD,1,,GO
75-27,26.05,CAD,1,,GO
27-75,26.05,CAD,1,,GO
74-27,24.95,CAD,1,,GO
27-74,24.95,CAD,1,,GO
73-27,24.05,CAD,1,,GO
27-73,24.05,CAD,1,,GO
72-27,23.45,CAD,1,,GO
27-72,23.45,CAD,1,,GO
71-27,23.30,CAD,1,,GO
27-71,23.30,CAD,1,,GO
70-27,23.05,CAD,1,,GO
27-70,23.05,CAD,1,,GO
69-27,27.95,CAD,1,,GO
27-69,27.95,CAD,1,,GO
68-27,27.45,CAD,1,,GO
27-68,27.45,CAD,1,,GO
67-27,26.40,CAD,1,,GO
27-67,26.40,CAD,1,,GO
66-27,25.75,CAD,1,,GO
27-66,25.75,CAD,1,,GO
65-27,24.40,CAD,1,,GO
27-65,24.40,CAD,1,,GO
64-27,23.30,CAD,1,,GO
27-64,23.30,CAD,1,,GO
63-27,22.70,CAD,1,,GO
27-63,22.70,CAD,1,,GO
62-27,22.10,CAD,1,,GO
27-62,22.10,CAD,1,,GO
61-27,21.20,CAD,1,,GO
27-61,21.20,CAD,1,,GO
60-27,21.05,CAD,1,,GO
27-60,21.05,CAD,1,,GO
59-27,18.00,CAD,1,,GO
27-59,18.00,CAD,1,,GO
58-27,24.05,CAD,1,,GO
27-58,24.05,CAD,1,,GO
56-27,22.60,CAD,1,,GO
27-56,22.60,CAD,1,,GO
51-27,25.45,CAD,1,,GO
27-51,25.45,CAD,1,,GO
50-27,21.20,CAD,1,,GO
27-50,21.20,CAD,1,,GO
47-27,12.50,CAD,1,,GO
27-47,12.50,CAD,1,,GO
46-27,25.75,CAD,1,,GO
27-46,25.75,CAD,1,,GO
45-27,24.40,CAD,1,,GO
27-45,24.40,CAD,1,,GO
44-27,23.55,CAD,1,,GO
27-44,23.55,CAD,1,,GO
43-27,18.40,CAD,1,,GO
27-43,18.40,CAD,1,,GO
42-27,17.85,CAD,1,,GO
27-42,17.85,CAD,1,,GO
41-27,16.45,CAD,1,,GO
27-41,16.45,CAD,1,,GO
40-27,16.55,CAD,1,,GO
27-40,16.55,CAD,1,,GO
39-27,9.50,CAD,1,,GO
27-39,9.50,CAD,1,,GO
38-27,11.20,CAD,1,,GO
27-38,11.20,CAD,1,,GO
37-27,11.85,CAD,1,,GO
27-37,11.85,CAD,1,,GO
35-27,13.70,CAD,1,,GO
27-35,13.70,CAD,1,,GO
34-27,14.65,CAD,1,,GO
27-34,14.65,CAD,1,,GO
33-27,15.25,CAD,1,,GO
27-33,15.25,CAD,1,,GO
32-27,16.25,CAD,1,,GO
27-32,16.25,CAD,1,,GO
31-27,17.55,CAD,1,,GO
27-31,17.55,CAD,1,,GO
30-27,34.60,CAD,1,,GO
27-30,34.60,CAD,1,,GO
29-27,31.15,CAD,1,,GO
27-29,31.15,CAD,1,,GO
28-27,28.95,CAD,1,,GO
27-28,28.95,CAD,1,,GO
27-27,4.40,CAD,1,,GO
98-26,21.10,CAD,1,,GO
26-98,21.10,CAD,1,,GO
97-26,25.80,CAD,1,,GO
26-97,25.80,CAD,1,,GO
96-26,24.95,CAD,1,,GO
26-96,24.95,CAD,1,,GO
95-26,24.40,CAD,1,,GO
26-95,24.40,CAD,1,,GO
94-26,23.85,CAD,1,,GO
26-94,23.85,CAD,1,,GO
93-26,23.05,CAD,1,,GO
26-93,23.05,CAD,1,,GO
92-26,22.30,CAD,1,,GO
26-92,22.30,CAD,1,,GO
91-26,21.55,CAD,1,,GO
26-91,21.55,CAD,1,,GO
90-26,20.75,CAD,1,,GO
26-90,20.75,CAD,1,,GO
89-26,20.75,CAD,1,,GO
26-89,20.75,CAD,1,,GO
88-26,23.85,CAD,1,,GO
26-88,23.85,CAD,1,,GO
86-26,21.55,CAD,1,,GO
26-86,21.55,CAD,1,,GO
85-26,21.75,CAD,1,,GO
26-85,21.75,CAD,1,,GO
84-26,24.90,CAD,1,,GO
26-84,24.90,CAD,1,,GO
83-26,22.75,CAD,1,,GO
26-83,22.75,CAD,1,,GO
82-26,20.35,CAD,1,,GO
26-82,20.35,CAD,1,,GO
81-26,19.55,CAD,1,,GO
26-81,19.55,CAD,1,,GO
80-26,17.40,CAD,1,,GO
26-80,17.40,CAD,1,,GO
79-26,17.00,CAD,1,,GO
26-79,17.00,CAD,1,,GO
78-26,20.75,CAD,1,,GO
26-78,20.75,CAD,1,,GO
77-26,18.80,CAD,1,,GO
26-77,18.80,CAD,1,,GO
76-26,25.40,CAD,1,,GO
26-76,25.40,CAD,1,,GO
75-26,24.70,CAD,1,,GO
26-75,24.70,CAD,1,,GO
74-26,23.70,CAD,1,,GO
26-74,23.70,CAD,1,,GO
73-26,22.75,CAD,1,,GO
26-73,22.75,CAD,1,,GO
72-26,22.20,CAD,1,,GO
26-72,22.20,CAD,1,,GO
71-26,22.05,CAD,1,,GO
26-71,22.05,CAD,1,,GO
70-26,21.75,CAD,1,,GO
26-70,21.75,CAD,1,,GO
69-26,26.65,CAD,1,,GO
26-69,26.65,CAD,1,,GO
68-26,26.15,CAD,1,,GO
26-68,26.15,CAD,1,,GO
67-26,25.15,CAD,1,,GO
26-67,25.15,CAD,1,,GO
66-26,24.45,CAD,1,,GO
26-66,24.45,CAD,1,,GO
65-26,23.05,CAD,1,,GO
26-65,23.05,CAD,1,,GO
64-26,22.05,CAD,1,,GO
26-64,22.05,CAD,1,,GO
63-26,21.40,CAD,1,,GO
26-63,21.40,CAD,1,,GO
62-26,20.75,CAD,1,,GO
26-62,20.75,CAD,1,,GO
61-26,19.95,CAD,1,,GO
26-61,19.95,CAD,1,,GO
60-26,19.80,CAD,1,,GO
26-60,19.80,CAD,1,,GO
59-26,17.00,CAD,1,,GO
26-59,17.00,CAD,1,,GO
58-26,22.70,CAD,1,,GO
26-58,22.70,CAD,1,,GO
56-26,21.30,CAD,1,,GO
26-56,21.30,CAD,1,,GO
51-26,24.10,CAD,1,,GO
26-51,24.10,CAD,1,,GO
50-26,19.95,CAD,1,,GO
26-50,19.95,CAD,1,,GO
47-26,14.00,CAD,1,,GO
26-47,14.00,CAD,1,,GO
46-26,24.45,CAD,1,,GO
26-46,24.45,CAD,1,,GO
45-26,23.05,CAD,1,,GO
26-45,23.05,CAD,1,,GO
44-26,22.30,CAD,1,,GO
26-44,22.30,CAD,1,,GO
43-26,16.80,CAD,1,,GO
26-43,16.80,CAD,1,,GO
42-26,16.25,CAD,1,,GO
26-42,16.25,CAD,1,,GO
41-26,14.80,CAD,1,,GO
26-41,14.80,CAD,1,,GO
40-26,15.25,CAD,1,,GO
26-40,15.25,CAD,1,,GO
39-26,7.70,CAD,1,,GO
26-39,7.70,CAD,1,,GO
38-26,9.40,CAD,1,,GO
26-38,9.40,CAD,1,,GO
37-26,10.15,CAD,1,,GO
26-37,10.15,CAD,1,,GO
35-26,12.50,CAD,1,,GO
26-35,12.50,CAD,1,,GO
34-26,13.35,CAD,1,,GO
26-34,13.35,CAD,1,,GO
33-26,13.90,CAD,1,,GO
26-33,13.90,CAD,1,,GO
32-26,14.95,CAD,1,,GO
26-32,14.95,CAD,1,,GO
31-26,16.25,CAD,1,,GO
26-31,16.25,CAD,1,,GO
30-26,33.35,CAD,1,,GO
26-30,33.35,CAD,1,,GO
29-26,29.80,CAD,1,,GO
26-29,29.80,CAD,1,,GO
28-26,27.65,CAD,1,,GO
26-28,27.65,CAD,1,,GO
27-26,7.00,CAD,1,,GO
26-27,7.00,CAD,1,,GO
26-26,4.40,CAD,1,,GO
98-25,11.40,CAD,1,,GO
25-98,11.40,CAD,1,,GO
97-25,17.35,CAD,1,,GO
25-97,17.35,CAD,1,,GO
96-25,16.25,CAD,1,,GO
25-96,16.25,CAD,1,,GO
95-25,15.75,CAD,1,,GO
25-95,15.75,CAD,1,,GO
94-25,15.20,CAD,1,,GO
25-94,15.20,CAD,1,,GO
93-25,14.40,CAD,1,,GO
25-93,14.40,CAD,1,,GO
92-25,13.55,CAD,1,,GO
25-92,13.55,CAD,1,,GO
91-25,12.90,CAD,1,,GO
25-91,12.90,CAD,1,,GO
90-25,10.20,CAD,1,,GO
25-90,10.20,CAD,1,,GO
89-25,10.15,CAD,1,,GO
25-89,10.15,CAD,1,,GO
88-25,13.75,CAD,1,,GO
25-88,13.75,CAD,1,,GO
86-25,13.30,CAD,1,,GO
25-86,13.30,CAD,1,,GO
85-25,17.55,CAD,1,,GO
25-85,17.55,CAD,1,,GO
84-25,20.75,CAD,1,,GO
25-84,20.75,CAD,1,,GO
83-25,18.60,CAD,1,,GO
25-83,18.60,CAD,1,,GO
82-25,16.15,CAD,1,,GO
25-82,16.15,CAD,1,,GO
81-25,15.35,CAD,1,,GO
25-81,15.35,CAD,1,,GO
80-25,13.25,CAD,1,,GO
25-80,13.25,CAD,1,,GO
79-25,4.40,CAD,1,,GO
25-79,4.40,CAD,1,,GO
78-25,9.35,CAD,1,,GO
25-78,9.35,CAD,1,,GO
77-25,7.70,CAD,1,,GO
25-77,7.70,CAD,1,,GO
76-25,15.85,CAD,1,,GO
25-76,15.85,CAD,1,,GO
75-25,15.20,CAD,1,,GO
25-75,15.20,CAD,1,,GO
74-25,14.25,CAD,1,,GO
25-74,14.25,CAD,1,,GO
73-25,13.25,CAD,1,,GO
25-73,13.25,CAD,1,,GO
72-25,12.65,CAD,1,,GO
25-72,12.65,CAD,1,,GO
71-25,13.05,CAD,1,,GO
25-71,13.05,CAD,1,,GO
70-25,12.30,CAD,1,,GO
25-70,12.30,CAD,1,,GO
69-25,15.80,CAD,1,,GO
25-69,15.80,CAD,1,,GO
68-25,15.25,CAD,1,,GO
25-68,15.25,CAD,1,,GO
67-25,14.35,CAD,1,,GO
25-67,14.35,CAD,1,,GO
66-25,13.60,CAD,1,,GO
25-66,13.60,CAD,1,,GO
65-25,12.30,CAD,1,,GO
25-65,12.30,CAD,1,,GO
64-25,11.15,CAD,1,,GO
25-64,11.15,CAD,1,,GO
63-25,10.15,CAD,1,,GO
25-63,10.15,CAD,1,,GO
62-25,9.35,CAD,1,,GO
25-62,9.35,CAD,1,,GO
61-25,8.15,CAD,1,,GO
25-61,8.15,CAD,1,,GO
60-25,8.55,CAD,1,,GO
25-60,8.55,CAD,1,,GO
59-25,4.40,CAD,1,,GO
25-59,4.40,CAD,1,,GO
58-25,8.10,CAD,1,,GO
25-58,8.10,CAD,1,,GO
56-25,4.40,CAD,1,,GO
25-56,4.40,CAD,1,,GO
51-25,13.30,CAD,1,,GO
25-51,13.30,CAD,1,,GO
50-25,8.15,CAD,1,,GO
25-50,8.15,CAD,1,,GO
47-25,22.75,CAD,1,,GO
25-47,22.75,CAD,1,,GO
46-25,13.60,CAD,1,,GO
25-46,13.60,CAD,1,,GO
45-25,12.30,CAD,1,,GO
25-45,12.30,CAD,1,,GO
44-25,11.40,CAD,1,,GO
25-44,11.40,CAD,1,,GO
43-25,12.35,CAD,1,,GO
25-43,12.35,CAD,1,,GO
42-25,11.75,CAD,1,,GO
25-42,11.75,CAD,1,,GO
41-25,10.00,CAD,1,,GO
25-41,10.00,CAD,1,,GO
40-25,8.10,CAD,1,,GO
25-40,8.10,CAD,1,,GO
39-25,13.40,CAD,1,,GO
25-39,13.40,CAD,1,,GO
38-25,13.80,CAD,1,,GO
25-38,13.80,CAD,1,,GO
37-25,12.65,CAD,1,,GO
25-37,12.65,CAD,1,,GO
35-25,11.05,CAD,1,,GO
25-35,11.05,CAD,1,,GO
34-25,9.60,CAD,1,,GO
25-34,9.60,CAD,1,,GO
33-25,5.30,CAD,1,,GO
25-33,5.30,CAD,1,,GO
32-25,7.55,CAD,1,,GO
25-32,7.55,CAD,1,,GO
31-25,4.40,CAD,1,,GO
25-31,4.40,CAD,1,,GO
30-25,22.50,CAD,1,,GO
25-30,22.50,CAD,1,,GO
29-25,18.95,CAD,1,,GO
25-29,18.95,CAD,1,,GO
28-25,16.80,CAD,1,,GO
25-28,16.80,CAD,1,,GO
27-25,17.35,CAD,1,,GO
25-27,17.35,CAD,1,,GO
26-25,16.00,CAD,1,,GO
25-26,16.00,CAD,1,,GO
25-25,4.40,CAD,1,,GO
98-24,17.50,CAD,1,,GO
24-98,17.50,CAD,1,,GO
97-24,20.85,CAD,1,,GO
24-97,20.85,CAD,1,,GO
96-24,19.85,CAD,1,,GO
24-96,19.85,CAD,1,,GO
95-24,19.25,CAD,1,,GO
24-95,19.25,CAD,1,,GO
94-24,18.70,CAD,1,,GO
24-94,18.70,CAD,1,,GO
93-24,17.95,CAD,1,,GO
24-93,17.95,CAD,1,,GO
92-24,17.15,CAD,1,,GO
24-92,17.15,CAD,1,,GO
91-24,16.45,CAD,1,,GO
24-91,16.45,CAD,1,,GO
90-24,14.85,CAD,1,,GO
24-90,14.85,CAD,1,,GO
89-24,14.80,CAD,1,,GO
24-89,14.80,CAD,1,,GO
88-24,17.95,CAD,1,,GO
24-88,17.95,CAD,1,,GO
86-24,15.65,CAD,1,,GO
24-86,15.65,CAD,1,,GO
85-24,15.85,CAD,1,,GO
24-85,15.85,CAD,1,,GO
84-24,19.00,CAD,1,,GO
24-84,19.00,CAD,1,,GO
83-24,16.90,CAD,1,,GO
24-83,16.90,CAD,1,,GO
82-24,14.45,CAD,1,,GO
24-82,14.45,CAD,1,,GO
81-24,13.65,CAD,1,,GO
24-81,13.65,CAD,1,,GO
80-24,11.50,CAD,1,,GO
24-80,11.50,CAD,1,,GO
79-24,11.20,CAD,1,,GO
24-79,11.20,CAD,1,,GO
78-24,15.60,CAD,1,,GO
24-78,15.60,CAD,1,,GO
77-24,12.95,CAD,1,,GO
24-77,12.95,CAD,1,,GO
76-24,20.30,CAD,1,,GO
24-76,20.30,CAD,1,,GO
75-24,19.60,CAD,1,,GO
24-75,19.60,CAD,1,,GO
74-24,18.60,CAD,1,,GO
24-74,18.60,CAD,1,,GO
73-24,17.60,CAD,1,,GO
24-73,17.60,CAD,1,,GO
72-24,17.10,CAD,1,,GO
24-72,17.10,CAD,1,,GO
71-24,16.90,CAD,1,,GO
24-71,16.90,CAD,1,,GO
70-24,16.65,CAD,1,,GO
24-70,16.65,CAD,1,,GO
69-24,21.50,CAD,1,,GO
24-69,21.50,CAD,1,,GO
68-24,21.00,CAD,1,,GO
24-68,21.00,CAD,1,,GO
67-24,20.05,CAD,1,,GO
24-67,20.05,CAD,1,,GO
66-24,19.30,CAD,1,,GO
24-66,19.30,CAD,1,,GO
65-24,18.00,CAD,1,,GO
24-65,18.00,CAD,1,,GO
64-24,16.85,CAD,1,,GO
24-64,16.85,CAD,1,,GO
63-24,16.30,CAD,1,,GO
24-63,16.30,CAD,1,,GO
62-24,15.60,CAD,1,,GO
24-62,15.60,CAD,1,,GO
61-24,14.70,CAD,1,,GO
24-61,14.70,CAD,1,,GO
60-24,14.65,CAD,1,,GO
24-60,14.65,CAD,1,,GO
59-24,11.20,CAD,1,,GO
24-59,11.20,CAD,1,,GO
58-24,17.75,CAD,1,,GO
24-58,17.75,CAD,1,,GO
56-24,16.35,CAD,1,,GO
24-56,16.35,CAD,1,,GO
51-24,19.15,CAD,1,,GO
24-51,19.15,CAD,1,,GO
50-24,14.70,CAD,1,,GO
24-50,14.70,CAD,1,,GO
47-24,17.00,CAD,1,,GO
24-47,17.00,CAD,1,,GO
46-24,19.30,CAD,1,,GO
24-46,19.30,CAD,1,,GO
45-24,18.00,CAD,1,,GO
24-45,18.00,CAD,1,,GO
44-24,17.15,CAD,1,,GO
24-44,17.15,CAD,1,,GO
43-24,20.85,CAD,1,,GO
24-43,20.85,CAD,1,,GO
42-24,20.30,CAD,1,,GO
24-42,20.30,CAD,1,,GO
41-24,18.85,CAD,1,,GO
24-41,18.85,CAD,1,,GO
40-24,9.05,CAD,1,,GO
24-40,9.05,CAD,1,,GO
39-24,9.15,CAD,1,,GO
24-39,9.15,CAD,1,,GO
38-24,22.25,CAD,1,,GO
24-38,22.25,CAD,1,,GO
37-24,21.05,CAD,1,,GO
24-37,21.05,CAD,1,,GO
35-24,19.40,CAD,1,,GO
24-35,19.40,CAD,1,,GO
34-24,18.45,CAD,1,,GO
24-34,18.45,CAD,1,,GO
33-24,11.50,CAD,1,,GO
24-33,11.50,CAD,1,,GO
32-24,9.45,CAD,1,,GO
24-32,9.45,CAD,1,,GO
31-24,10.05,CAD,1,,GO
24-31,10.05,CAD,1,,GO
30-24,27.50,CAD,1,,GO
24-30,27.50,CAD,1,,GO
29-24,23.90,CAD,1,,GO
24-29,23.90,CAD,1,,GO
28-24,21.75,CAD,1,,GO
24-28,21.75,CAD,1,,GO
27-24,13.05,CAD,1,,GO
24-27,13.05,CAD,1,,GO
26-24,12.90,CAD,1,,GO
24-26,12.90,CAD,1,,GO
25-24,9.90,CAD,1,,GO
24-25,9.90,CAD,1,,GO
24-24,4.40,CAD,1,,GO
98-23,16.45,CAD,1,,GO
23-98,16.45,CAD,1,,GO
97-23,18.75,CAD,1,,GO
23-97,18.75,CAD,1,,GO
96-23,17.70,CAD,1,,GO
23-96,17.70,CAD,1,,GO
95-23,17.20,CAD,1,,GO
23-95,17.20,CAD,1,,GO
94-23,16.60,CAD,1,,GO
23-94,16.60,CAD,1,,GO
93-23,15.80,CAD,1,,GO
23-93,15.80,CAD,1,,GO
92-23,15.05,CAD,1,,GO
23-92,15.05,CAD,1,,GO
91-23,14.40,CAD,1,,GO
23-91,14.40,CAD,1,,GO
90-23,12.75,CAD,1,,GO
23-90,12.75,CAD,1,,GO
89-23,12.70,CAD,1,,GO
23-89,12.70,CAD,1,,GO
88-23,15.80,CAD,1,,GO
23-88,15.80,CAD,1,,GO
86-23,13.55,CAD,1,,GO
23-86,13.55,CAD,1,,GO
85-23,18.10,CAD,1,,GO
23-85,18.10,CAD,1,,GO
84-23,21.20,CAD,1,,GO
23-84,21.20,CAD,1,,GO
83-23,19.00,CAD,1,,GO
23-83,19.00,CAD,1,,GO
82-23,16.55,CAD,1,,GO
23-82,16.55,CAD,1,,GO
81-23,15.80,CAD,1,,GO
23-81,15.80,CAD,1,,GO
80-23,13.65,CAD,1,,GO
23-80,13.65,CAD,1,,GO
79-23,9.10,CAD,1,,GO
23-79,9.10,CAD,1,,GO
78-23,13.50,CAD,1,,GO
23-78,13.50,CAD,1,,GO
77-23,11.90,CAD,1,,GO
23-77,11.90,CAD,1,,GO
76-23,19.15,CAD,1,,GO
23-76,19.15,CAD,1,,GO
75-23,18.50,CAD,1,,GO
23-75,18.50,CAD,1,,GO
74-23,17.45,CAD,1,,GO
23-74,17.45,CAD,1,,GO
73-23,16.50,CAD,1,,GO
23-73,16.50,CAD,1,,GO
72-23,15.95,CAD,1,,GO
23-72,15.95,CAD,1,,GO
71-23,15.75,CAD,1,,GO
23-71,15.75,CAD,1,,GO
70-23,15.55,CAD,1,,GO
23-70,15.55,CAD,1,,GO
69-23,19.45,CAD,1,,GO
23-69,19.45,CAD,1,,GO
68-23,18.85,CAD,1,,GO
23-68,18.85,CAD,1,,GO
67-23,17.95,CAD,1,,GO
23-67,17.95,CAD,1,,GO
66-23,17.25,CAD,1,,GO
23-66,17.25,CAD,1,,GO
65-23,15.85,CAD,1,,GO
23-65,15.85,CAD,1,,GO
64-23,14.75,CAD,1,,GO
23-64,14.75,CAD,1,,GO
63-23,14.25,CAD,1,,GO
23-63,14.25,CAD,1,,GO
62-23,13.50,CAD,1,,GO
23-62,13.50,CAD,1,,GO
61-23,12.60,CAD,1,,GO
23-61,12.60,CAD,1,,GO
60-23,12.55,CAD,1,,GO
23-60,12.55,CAD,1,,GO
59-23,9.10,CAD,1,,GO
23-59,9.10,CAD,1,,GO
58-23,16.65,CAD,1,,GO
23-58,16.65,CAD,1,,GO
56-23,15.20,CAD,1,,GO
23-56,15.20,CAD,1,,GO
51-23,17.10,CAD,1,,GO
23-51,17.10,CAD,1,,GO
50-23,12.60,CAD,1,,GO
23-50,12.60,CAD,1,,GO
47-23,20.25,CAD,1,,GO
23-47,20.25,CAD,1,,GO
46-23,17.25,CAD,1,,GO
23-46,17.25,CAD,1,,GO
45-23,15.85,CAD,1,,GO
23-45,15.85,CAD,1,,GO
44-23,15.05,CAD,1,,GO
23-44,15.05,CAD,1,,GO
43-23,18.75,CAD,1,,GO
23-43,18.75,CAD,1,,GO
42-23,18.25,CAD,1,,GO
23-42,18.25,CAD,1,,GO
41-23,16.80,CAD,1,,GO
23-41,16.80,CAD,1,,GO
40-23,4.90,CAD,1,,GO
23-40,4.90,CAD,1,,GO
39-23,11.50,CAD,1,,GO
23-39,11.50,CAD,1,,GO
38-23,20.15,CAD,1,,GO
23-38,20.15,CAD,1,,GO
37-23,18.95,CAD,1,,GO
23-37,18.95,CAD,1,,GO
35-23,17.30,CAD,1,,GO
23-35,17.30,CAD,1,,GO
34-23,16.35,CAD,1,,GO
23-34,16.35,CAD,1,,GO
33-23,9.10,CAD,1,,GO
23-33,9.10,CAD,1,,GO
32-23,7.05,CAD,1,,GO
23-32,7.05,CAD,1,,GO
31-23,9.25,CAD,1,,GO
23-31,9.25,CAD,1,,GO
30-23,26.30,CAD,1,,GO
23-30,26.30,CAD,1,,GO
29-23,22.70,CAD,1,,GO
23-29,22.70,CAD,1,,GO
28-23,20.55,CAD,1,,GO
23-28,20.55,CAD,1,,GO
27-23,15.15,CAD,1,,GO
23-27,15.15,CAD,1,,GO
26-23,13.80,CAD,1,,GO
23-26,13.80,CAD,1,,GO
25-23,9.00,CAD,1,,GO
23-25,9.00,CAD,1,,GO
24-23,4.40,CAD,1,,GO
23-24,4.40,CAD,1,,GO
23-23,4.40,CAD,1,,GO
98-22,15.75,CAD,1,,GO
22-98,15.75,CAD,1,,GO
97-22,18.45,CAD,1,,GO
22-97,18.45,CAD,1,,GO
96-22,17.40,CAD,1,,GO
22-96,17.40,CAD,1,,GO
95-22,16.85,CAD,1,,GO
22-95,16.85,CAD,1,,GO
94-22,16.30,CAD,1,,GO
22-94,16.30,CAD,1,,GO
93-22,15.50,CAD,1,,GO
22-93,15.50,CAD,1,,GO
92-22,14.70,CAD,1,,GO
22-92,14.70,CAD,1,,GO
91-22,13.95,CAD,1,,GO
22-91,13.95,CAD,1,,GO
90-22,12.45,CAD,1,,GO
22-90,12.45,CAD,1,,GO
89-22,12.40,CAD,1,,GO
22-89,12.40,CAD,1,,GO
88-22,15.50,CAD,1,,GO
22-88,15.50,CAD,1,,GO
86-22,13.25,CAD,1,,GO
22-86,13.25,CAD,1,,GO
85-22,18.55,CAD,1,,GO
22-85,18.55,CAD,1,,GO
84-22,21.30,CAD,1,,GO
22-84,21.30,CAD,1,,GO
83-22,19.15,CAD,1,,GO
22-83,19.15,CAD,1,,GO
82-22,16.65,CAD,1,,GO
22-82,16.65,CAD,1,,GO
81-22,15.95,CAD,1,,GO
22-81,15.95,CAD,1,,GO
80-22,13.75,CAD,1,,GO
22-80,13.75,CAD,1,,GO
79-22,8.70,CAD,1,,GO
22-79,8.70,CAD,1,,GO
78-22,13.20,CAD,1,,GO
22-78,13.20,CAD,1,,GO
77-22,11.60,CAD,1,,GO
22-77,11.60,CAD,1,,GO
76-22,18.80,CAD,1,,GO
22-76,18.80,CAD,1,,GO
75-22,18.20,CAD,1,,GO
22-75,18.20,CAD,1,,GO
74-22,17.15,CAD,1,,GO
22-74,17.15,CAD,1,,GO
73-22,16.20,CAD,1,,GO
22-73,16.20,CAD,1,,GO
72-22,15.60,CAD,1,,GO
22-72,15.60,CAD,1,,GO
71-22,15.40,CAD,1,,GO
22-71,15.40,CAD,1,,GO
70-22,15.20,CAD,1,,GO
22-70,15.20,CAD,1,,GO
69-22,19.10,CAD,1,,GO
22-69,19.10,CAD,1,,GO
68-22,18.55,CAD,1,,GO
22-68,18.55,CAD,1,,GO
67-22,17.55,CAD,1,,GO
22-67,17.55,CAD,1,,GO
66-22,16.90,CAD,1,,GO
22-66,16.90,CAD,1,,GO
65-22,15.55,CAD,1,,GO
22-65,15.55,CAD,1,,GO
64-22,14.45,CAD,1,,GO
22-64,14.45,CAD,1,,GO
63-22,13.80,CAD,1,,GO
22-63,13.80,CAD,1,,GO
62-22,13.20,CAD,1,,GO
22-62,13.20,CAD,1,,GO
61-22,12.30,CAD,1,,GO
22-61,12.30,CAD,1,,GO
60-22,12.25,CAD,1,,GO
22-60,12.25,CAD,1,,GO
59-22,8.70,CAD,1,,GO
22-59,8.70,CAD,1,,GO
58-22,16.35,CAD,1,,GO
22-58,16.35,CAD,1,,GO
56-22,14.85,CAD,1,,GO
22-56,14.85,CAD,1,,GO
51-22,16.70,CAD,1,,GO
22-51,16.70,CAD,1,,GO
50-22,12.30,CAD,1,,GO
22-50,12.30,CAD,1,,GO
47-22,20.50,CAD,1,,GO
22-47,20.50,CAD,1,,GO
46-22,16.90,CAD,1,,GO
22-46,16.90,CAD,1,,GO
45-22,15.55,CAD,1,,GO
22-45,15.55,CAD,1,,GO
44-22,14.70,CAD,1,,GO
22-44,14.70,CAD,1,,GO
43-22,18.45,CAD,1,,GO
22-43,18.45,CAD,1,,GO
42-22,17.85,CAD,1,,GO
