fare_id,price,currency_type,payment_method,transfers,agency_id
65-51,18.25,CAD,1,,GO
51-65,18.25,CAD,1,,GO
64-51,17.10,CAD,1,,GO
51-64,17.10,CAD,1,,GO
63-51,16.50,CAD,1,,GO
51-63,16.50,CAD,1,,GO
62-51,15.80,CAD,1,,GO
51-62,15.80,CAD,1,,GO
61-51,14.95,CAD,1,,GO
51-61,14.95,CAD,1,,GO
60-51,11.00,CAD,1,,GO
51-60,11.00,CAD,1,,GO
59-51,14.25,CAD,1,,GO
51-59,14.25,CAD,1,,GO
58-51,17.95,CAD,1,,GO
51-58,17.95,CAD,1,,GO
56-51,16.45,CAD,1,,GO
51-56,16.45,CAD,1,,GO
51-51,4.40,CAD,1,,GO
98-50,4.70,CAD,1,,GO
50-98,4.70,CAD,1,,GO
97-50,16.60,CAD,1,,GO
50-97,16.60,CAD,1,,GO
96-50,15.30,CAD,1,,GO
50-96,15.30,CAD,1,,GO
95-50,14.80,CAD,1,,GO
50-95,14.80,CAD,1,,GO
94-50,14.25,CAD,1,,GO
50-94,14.25,CAD,1,,GO
93-50,13.45,CAD,1,,GO
50-93,13.45,CAD,1,,GO
92-50,12.70,CAD,1,,GO
50-92,12.70,CAD,1,,GO
91-50,12.05,CAD,1,,GO
50-91,12.05,CAD,1,,GO
90-50,9.40,CAD,1,,GO
50-90,9.40,CAD,1,,GO
89-50,9.35,CAD,1,,GO
50-89,9.35,CAD,1,,GO
88-50,13.05,CAD,1,,GO
50-88,13.05,CAD,1,,GO
86-50,10.40,CAD,1,,GO
50-86,10.40,CAD,1,,GO
85-50,22.05,CAD,1,,GO
50-85,22.05,CAD,1,,GO
84-50,24.35,CAD,1,,GO
50-84,24.35,CAD,1,,GO
83-50,22.25,CAD,1,,GO
50-83,22.25,CAD,1,,GO
82-50,19.80,CAD,1,,GO
50-82,19.80,CAD,1,,GO
81-50,19.00,CAD,1,,GO
50-81,19.00,CAD,1,,GO
80-50,17.60,CAD,1,,GO
50-80,17.60,CAD,1,,GO
79-50,9.35,CAD,1,,GO
50-79,9.35,CAD,1,,GO
78-50,4.40,CAD,1,,GO
50-78,4.40,CAD,1,,GO
77-50,7.70,CAD,1,,GO
50-77,7.70,CAD,1,,GO
76-50,17.15,CAD,1,,GO
50-76,17.15,CAD,1,,GO
75-50,16.45,CAD,1,,GO
50-75,16.45,CAD,1,,GO
74-50,15.40,CAD,1,,GO
50-74,15.40,CAD,1,,GO
73-50,14.50,CAD,1,,GO
50-73,14.50,CAD,1,,GO
72-50,13.85,CAD,1,,GO
50-72,13.85,CAD,1,,GO
71-50,5.50,CAD,1,,GO
50-71,5.50,CAD,1,,GO
70-50,13.50,CAD,1,,GO
50-70,13.50,CAD,1,,GO
69-50,13.60,CAD,1,,GO
50-69,13.60,CAD,1,,GO
68-50,13.10,CAD,1,,GO
50-68,13.10,CAD,1,,GO
67-50,12.15,CAD,1,,GO
50-67,12.15,CAD,1,,GO
66-50,11.50,CAD,1,,GO
50-66,11.50,CAD,1,,GO
65-50,9.70,CAD,1,,GO
50-65,9.70,CAD,1,,GO
64-50,8.65,CAD,1,,GO
50-64,8.65,CAD,1,,GO
63-50,7.55,CAD,1,,GO
50-63,7.55,CAD,1,,GO
62-50,4.40,CAD,1,,GO
50-62,4.40,CAD,1,,GO
61-50,5.75,CAD,1,,GO
50-61,5.75,CAD,1,,GO
60-50,4.40,CAD,1,,GO
50-60,4.40,CAD,1,,GO
59-50,9.35,CAD,1,,GO
50-59,9.35,CAD,1,,GO
58-50,14.65,CAD,1,,GO
50-58,14.65,CAD,1,,GO
56-50,4.40,CAD,1,,GO
50-56,4.40,CAD,1,,GO
51-50,14.95,CAD,1,,GO
50-51,14.95,CAD,1,,GO
50-50,4.40,CAD,1,,GO
98-47,29.00,CAD,1,,GO
47-98,29.00,CAD,1,,GO
97-47,33.50,CAD,1,,GO
47-97,33.50,CAD,1,,GO
96-47,32.85,CAD,1,,GO
47-96,32.85,CAD,1,,GO
95-47,32.50,CAD,1,,GO
47-95,32.50,CAD,1,,GO
94-47,32.00,CAD,1,,GO
47-94,32.00,CAD,1,,GO
93-47,31.50,CAD,1,,GO
47-93,31.50,CAD,1,,GO
92-47,30.10,CAD,1,,GO
47-92,30.10,CAD,1,,GO
91-47,29.50,CAD,1,,GO
47-91,29.50,CAD,1,,GO
90-47,28.75,CAD,1,,GO
47-90,28.75,CAD,1,,GO
89-47,28.00,CAD,1,,GO
47-89,28.00,CAD,1,,GO
88-47,31.50,CAD,1,,GO
47-88,31.50,CAD,1,,GO
86-47,29.00,CAD,1,,GO
47-86,29.00,CAD,1,,GO
85-47,23.25,CAD,1,,GO
47-85,23.25,CAD,1,,GO
84-47,25.90,CAD,1,,GO
47-84,25.90,CAD,1,,GO
83-47,24.30,CAD,1,,GO
47-83,24.30,CAD,1,,GO
82-47,23.25,CAD,1,,GO
47-82,23.25,CAD,1,,GO
81-47,22.25,CAD,1,,GO
47-81,22.25,CAD,1,,GO
80-47,21.25,CAD,1,,GO
47-80,21.25,CAD,1,,GO
79-47,24.25,CAD,1,,GO
47-79,24.25,CAD,1,,GO
78-47,28.75,CAD,1,,GO
47-78,28.75,CAD,1,,GO
77-47,27.50,CAD,1,,GO
47-77,27.50,CAD,1,,GO
76-47,33.50,CAD,1,,GO
47-76,33.50,CAD,1,,GO
75-47,32.25,CAD,1,,GO
47-75,32.25,CAD,1,,GO
74-47,32.00,CAD,1,,GO
47-74,32.00,CAD,1,,GO
73-47,30.50,CAD,1,,GO
47-73,30.50,CAD,1,,GO
72-47,30.00,CAD,1,,GO
47-72,30.00,CAD,1,,GO
71-47,29.60,CAD,1,,GO
47-71,29.60,CAD,1,,GO
70-47,29.15,CAD,1,,GO
47-70,29.15,CAD,1,,GO
69-47,33.80,CAD,1,,GO
47-69,33.80,CAD,1,,GO
68-47,33.40,CAD,1,,GO
47-68,33.40,CAD,1,,GO
67-47,32.50,CAD,1,,GO
47-67,32.50,CAD,1,,GO
66-47,31.90,CAD,1,,GO
47-66,31.90,CAD,1,,GO
65-47,30.60,CAD,1,,GO
47-65,30.60,CAD,1,,GO
64-47,29.75,CAD,1,,GO
47-64,29.75,CAD,1,,GO
63-47,29.25,CAD,1,,GO
47-63,29.25,CAD,1,,GO
62-47,29.00,CAD,1,,GO
47-62,29.00,CAD,1,,GO
61-47,28.00,CAD,1,,GO
47-61,28.00,CAD,1,,GO
60-47,27.90,CAD,1,,GO
47-60,27.90,CAD,1,,GO
59-47,24.00,CAD,1,,GO
47-59,24.00,CAD,1,,GO
58-47,28.00,CAD,1,,GO
47-58,28.00,CAD,1,,GO
56-47,27.00,CAD,1,,GO
47-56,27.00,CAD,1,,GO
51-47,31.75,CAD,1,,GO
47-51,31.75,CAD,1,,GO
50-47,28.00,CAD,1,,GO
47-50,28.00,CAD,1,,GO
47-47,4.40,CAD,1,,GO
98-46,9.65,CAD,1,,GO
46-98,9.65,CAD,1,,GO
97-46,21.25,CAD,1,,GO
46-97,21.25,CAD,1,,GO
96-46,20.25,CAD,1,,GO
46-96,20.25,CAD,1,,GO
95-46,19.65,CAD,1,,GO
46-95,19.65,CAD,1,,GO
94-46,19.10,CAD,1,,GO
46-94,19.10,CAD,1,,GO
93-46,18.35,CAD,1,,GO
46-93,18.35,CAD,1,,GO
92-46,17.50,CAD,1,,GO
46-92,17.50,CAD,1,,GO
91-46,16.85,CAD,1,,GO
46-91,16.85,CAD,1,,GO
90-46,14.60,CAD,1,,GO
46-90,14.60,CAD,1,,GO
89-46,14.55,CAD,1,,GO
46-89,14.55,CAD,1,,GO
88-46,17.85,CAD,1,,GO
46-88,17.85,CAD,1,,GO
86-46,15.60,CAD,1,,GO
46-86,15.60,CAD,1,,GO
85-46,26.55,CAD,1,,GO
46-85,26.55,CAD,1,,GO
84-46,28.95,CAD,1,,GO
46-84,28.95,CAD,1,,GO
83-46,26.80,CAD,1,,GO
46-83,26.80,CAD,1,,GO
82-46,24.35,CAD,1,,GO
46-82,24.35,CAD,1,,GO
81-46,23.65,CAD,1,,GO
46-81,23.65,CAD,1,,GO
80-46,22.25,CAD,1,,GO
46-80,22.25,CAD,1,,GO
79-46,14.55,CAD,1,,GO
46-79,14.55,CAD,1,,GO
78-46,10.15,CAD,1,,GO
46-78,10.15,CAD,1,,GO
77-46,13.35,CAD,1,,GO
46-77,13.35,CAD,1,,GO
76-46,21.70,CAD,1,,GO
46-76,21.70,CAD,1,,GO
75-46,21.05,CAD,1,,GO
46-75,21.05,CAD,1,,GO
74-46,20.05,CAD,1,,GO
46-74,20.05,CAD,1,,GO
73-46,19.00,CAD,1,,GO
46-73,19.00,CAD,1,,GO
72-46,18.50,CAD,1,,GO
46-72,18.50,CAD,1,,GO
71-46,18.35,CAD,1,,GO
46-71,18.35,CAD,1,,GO
70-46,18.15,CAD,1,,GO
46-70,18.15,CAD,1,,GO
69-46,14.20,CAD,1,,GO
46-69,14.20,CAD,1,,GO
68-46,13.50,CAD,1,,GO
46-68,13.50,CAD,1,,GO
67-46,5.50,CAD,1,,GO
46-67,5.50,CAD,1,,GO
66-46,11.90,CAD,1,,GO
46-66,11.90,CAD,1,,GO
65-46,10.15,CAD,1,,GO
46-65,10.15,CAD,1,,GO
64-46,5.90,CAD,1,,GO
46-64,5.90,CAD,1,,GO
63-46,9.15,CAD,1,,GO
46-63,9.15,CAD,1,,GO
62-46,10.15,CAD,1,,GO
46-62,10.15,CAD,1,,GO
61-46,11.50,CAD,1,,GO
46-61,11.50,CAD,1,,GO
60-46,11.85,CAD,1,,GO
46-60,11.85,CAD,1,,GO
59-46,14.55,CAD,1,,GO
46-59,14.55,CAD,1,,GO
58-46,19.20,CAD,1,,GO
46-58,19.20,CAD,1,,GO
56-46,17.70,CAD,1,,GO
46-56,17.70,CAD,1,,GO
51-46,18.35,CAD,1,,GO
46-51,18.35,CAD,1,,GO
50-46,11.50,CAD,1,,GO
46-50,11.50,CAD,1,,GO
47-46,32.00,CAD,1,,GO
46-47,32.00,CAD,1,,GO
46-46,4.40,CAD,1,,GO
98-45,8.15,CAD,1,,GO
45-98,8.15,CAD,1,,GO
97-45,19.95,CAD,1,,GO
45-97,19.95,CAD,1,,GO
96-45,18.85,CAD,1,,GO
45-96,18.85,CAD,1,,GO
95-45,18.35,CAD,1,,GO
45-95,18.35,CAD,1,,GO
94-45,17.70,CAD,1,,GO
45-94,17.70,CAD,1,,GO
93-45,17.00,CAD,1,,GO
45-93,17.00,CAD,1,,GO
92-45,16.20,CAD,1,,GO
45-92,16.20,CAD,1,,GO
91-45,15.50,CAD,1,,GO
45-91,15.50,CAD,1,,GO
90-45,13.25,CAD,1,,GO
45-90,13.25,CAD,1,,GO
89-45,13.20,CAD,1,,GO
45-89,13.20,CAD,1,,GO
88-45,16.45,CAD,1,,GO
45-88,16.45,CAD,1,,GO
86-45,14.25,CAD,1,,GO
45-86,14.25,CAD,1,,GO
85-45,25.20,CAD,1,,GO
45-85,25.20,CAD,1,,GO
84-45,27.60,CAD,1,,GO
45-84,27.60,CAD,1,,GO
83-45,25.45,CAD,1,,GO
45-83,25.45,CAD,1,,GO
82-45,23.00,CAD,1,,GO
45-82,23.00,CAD,1,,GO
81-45,22.25,CAD,1,,GO
45-81,22.25,CAD,1,,GO
80-45,20.85,CAD,1,,GO
45-80,20.85,CAD,1,,GO
79-45,13.20,CAD,1,,GO
45-79,13.20,CAD,1,,GO
78-45,8.65,CAD,1,,GO
45-78,8.65,CAD,1,,GO
77-45,12.00,CAD,1,,GO
45-77,12.00,CAD,1,,GO
76-45,20.35,CAD,1,,GO
45-76,20.35,CAD,1,,GO
75-45,19.65,CAD,1,,GO
45-75,19.65,CAD,1,,GO
74-45,18.65,CAD,1,,GO
45-74,18.65,CAD,1,,GO
73-45,17.65,CAD,1,,GO
45-73,17.65,CAD,1,,GO
72-45,17.15,CAD,1,,GO
45-72,17.15,CAD,1,,GO
71-45,17.00,CAD,1,,GO
45-71,17.00,CAD,1,,GO
70-45,16.70,CAD,1,,GO
45-70,16.70,CAD,1,,GO
69-45,12.70,CAD,1,,GO
45-69,12.70,CAD,1,,GO
68-45,12.15,CAD,1,,GO
45-68,12.15,CAD,1,,GO
67-45,11.20,CAD,1,,GO
45-67,11.20,CAD,1,,GO
66-45,10.15,CAD,1,,GO
45-66,10.15,CAD,1,,GO
65-45,8.65,CAD,1,,GO
45-65,8.65,CAD,1,,GO
64-45,4.40,CAD,1,,GO
45-64,4.40,CAD,1,,GO
63-45,5.90,CAD,1,,GO
45-63,5.90,CAD,1,,GO
62-45,8.65,CAD,1,,GO
45-62,8.65,CAD,1,,GO
61-45,9.70,CAD,1,,GO
45-61,9.70,CAD,1,,GO
60-45,10.05,CAD,1,,GO
45-60,10.05,CAD,1,,GO
59-45,13.20,CAD,1,,GO
45-59,13.20,CAD,1,,GO
58-45,17.85,CAD,1,,GO
45-58,17.85,CAD,1,,GO
56-45,16.40,CAD,1,,GO
45-56,16.40,CAD,1,,GO
51-45,19.45,CAD,1,,GO
45-51,19.45,CAD,1,,GO
50-45,9.70,CAD,1,,GO
45-50,9.70,CAD,1,,GO
47-45,31.00,CAD,1,,GO
45-47,31.00,CAD,1,,GO
46-45,4.40,CAD,1,,GO
45-46,4.40,CAD,1,,GO
45-45,4.40,CAD,1,,GO
98-44,6.65,CAD,1,,GO
44-98,6.65,CAD,1,,GO
97-44,19.00,CAD,1,,GO
44-97,19.00,CAD,1,,GO
96-44,18.00,CAD,1,,GO
44-96,18.00,CAD,1,,GO
95-44,17.45,CAD,1,,GO
44-95,17.45,CAD,1,,GO
94-44,16.90,CAD,1,,GO
44-94,16.90,CAD,1,,GO
93-44,16.15,CAD,1,,GO
44-93,16.15,CAD,1,,GO
92-44,15.30,CAD,1,,GO
44-92,15.30,CAD,1,,GO
91-44,14.65,CAD,1,,GO
44-91,14.65,CAD,1,,GO
90-44,12.45,CAD,1,,GO
44-90,12.45,CAD,1,,GO
89-44,12.40,CAD,1,,GO
44-89,12.40,CAD,1,,GO
88-44,15.55,CAD,1,,GO
44-88,15.55,CAD,1,,GO
86-44,13.30,CAD,1,,GO
44-86,13.30,CAD,1,,GO
85-44,24.35,CAD,1,,GO
44-85,24.35,CAD,1,,GO
84-44,26.70,CAD,1,,GO
44-84,26.70,CAD,1,,GO
83-44,24.60,CAD,1,,GO
44-83,24.60,CAD,1,,GO
82-44,22.15,CAD,1,,GO
44-82,22.15,CAD,1,,GO
81-44,21.35,CAD,1,,GO
44-81,21.35,CAD,1,,GO
80-44,20.05,CAD,1,,GO
44-80,20.05,CAD,1,,GO
79-44,12.30,CAD,1,,GO
44-79,12.30,CAD,1,,GO
78-44,7.15,CAD,1,,GO
44-78,7.15,CAD,1,,GO
77-44,11.10,CAD,1,,GO
44-77,11.10,CAD,1,,GO
76-44,19.50,CAD,1,,GO
44-76,19.50,CAD,1,,GO
75-44,18.80,CAD,1,,GO
44-75,18.80,CAD,1,,GO
74-44,17.75,CAD,1,,GO
44-74,17.75,CAD,1,,GO
73-44,16.85,CAD,1,,GO
44-73,16.85,CAD,1,,GO
72-44,16.30,CAD,1,,GO
44-72,16.30,CAD,1,,GO
71-44,16.15,CAD,1,,GO
44-71,16.15,CAD,1,,GO
70-44,15.85,CAD,1,,GO
44-70,15.85,CAD,1,,GO
69-44,10.85,CAD,1,,GO
44-69,10.85,CAD,1,,GO
68-44,9.70,CAD,1,,GO
44-68,9.70,CAD,1,,GO
67-44,8.75,CAD,1,,GO
44-67,8.75,CAD,1,,GO
66-44,7.15,CAD,1,,GO
44-66,7.15,CAD,1,,GO
65-44,4.40,CAD,1,,GO
44-65,4.40,CAD,1,,GO
64-44,4.40,CAD,1,,GO
44-64,4.40,CAD,1,,GO
63-44,4.40,CAD,1,,GO
44-63,4.40,CAD,1,,GO
62-44,7.35,CAD,1,,GO
44-62,7.35,CAD,1,,GO
61-44,9.00,CAD,1,,GO
44-61,9.00,CAD,1,,GO
60-44,9.10,CAD,1,,GO
44-60,9.10,CAD,1,,GO
59-44,12.30,CAD,1,,GO
44-59,12.30,CAD,1,,GO
58-44,17.00,CAD,1,,GO
44-58,17.00,CAD,1,,GO
56-44,15.55,CAD,1,,GO
44-56,15.55,CAD,1,,GO
51-44,17.35,CAD,1,,GO
44-51,17.35,CAD,1,,GO
50-44,9.00,CAD,1,,GO
44-50,9.00,CAD,1,,GO
47-44,29.90,CAD,1,,GO
44-47,29.90,CAD,1,,GO
46-44,7.70,CAD,1,,GO
44-46,7.70,CAD,1,,GO
45-44,4.40,CAD,1,,GO
44-45,4.40,CAD,1,,GO
44-44,4.40,CAD,1,,GO
98-43,17.85,CAD,1,,GO
43-98,17.85,CAD,1,,GO
97-43,22.60,CAD,1,,GO
43-97,22.60,CAD,1,,GO
96-43,21.75,CAD,1,,GO
43-96,21.75,CAD,1,,GO
95-43,21.20,CAD,1,,GO
43-95,21.20,CAD,1,,GO
94-43,20.60,CAD,1,,GO
43-94,20.60,CAD,1,,GO
93-43,19.85,CAD,1,,GO
43-93,19.85,CAD,1,,GO
92-43,19.00,CAD,1,,GO
43-92,19.00,CAD,1,,GO
91-43,18.40,CAD,1,,GO
43-91,18.40,CAD,1,,GO
90-43,16.55,CAD,1,,GO
43-90,16.55,CAD,1,,GO
89-43,16.50,CAD,1,,GO
43-89,16.50,CAD,1,,GO
88-43,19.65,CAD,1,,GO
43-88,19.65,CAD,1,,GO
86-43,17.40,CAD,1,,GO
43-86,17.40,CAD,1,,GO
85-43,26.90,CAD,1,,GO
43-85,26.90,CAD,1,,GO
84-43,29.20,CAD,1,,GO
43-84,29.20,CAD,1,,GO
83-43,26.95,CAD,1,,GO
43-83,26.95,CAD,1,,GO
82-43,24.50,CAD,1,,GO
43-82,24.50,CAD,1,,GO
81-43,23.80,CAD,1,,GO
43-81,23.80,CAD,1,,GO
80-43,22.55,CAD,1,,GO
43-80,22.55,CAD,1,,GO
79-43,12.80,CAD,1,,GO
43-79,12.80,CAD,1,,GO
78-43,17.50,CAD,1,,GO
43-78,17.50,CAD,1,,GO
77-43,14.65,CAD,1,,GO
43-77,14.65,CAD,1,,GO
76-43,21.85,CAD,1,,GO
43-76,21.85,CAD,1,,GO
75-43,21.20,CAD,1,,GO
43-75,21.20,CAD,1,,GO
74-43,20.20,CAD,1,,GO
43-74,20.20,CAD,1,,GO
73-43,19.20,CAD,1,,GO
43-73,19.20,CAD,1,,GO
72-43,18.65,CAD,1,,GO
43-72,18.65,CAD,1,,GO
71-43,18.50,CAD,1,,GO
43-71,18.50,CAD,1,,GO
70-43,18.30,CAD,1,,GO
43-70,18.30,CAD,1,,GO
69-43,23.45,CAD,1,,GO
43-69,23.45,CAD,1,,GO
68-43,22.85,CAD,1,,GO
43-68,22.85,CAD,1,,GO
67-43,22.00,CAD,1,,GO
43-67,22.00,CAD,1,,GO
66-43,21.25,CAD,1,,GO
43-66,21.25,CAD,1,,GO
65-43,19.95,CAD,1,,GO
43-65,19.95,CAD,1,,GO
64-43,18.75,CAD,1,,GO
43-64,18.75,CAD,1,,GO
63-43,18.25,CAD,1,,GO
43-63,18.25,CAD,1,,GO
62-43,17.50,CAD,1,,GO
43-62,17.50,CAD,1,,GO
61-43,16.60,CAD,1,,GO
43-61,16.60,CAD,1,,GO
60-43,16.60,CAD,1,,GO
43-60,16.60,CAD,1,,GO
59-43,12.80,CAD,1,,GO
43-59,12.80,CAD,1,,GO
58-43,16.15,CAD,1,,GO
43-58,16.15,CAD,1,,GO
56-43,14.65,CAD,1,,GO
43-56,14.65,CAD,1,,GO
51-43,20.95,CAD,1,,GO
43-51,20.95,CAD,1,,GO
50-43,16.60,CAD,1,,GO
43-50,16.60,CAD,1,,GO
47-43,24.50,CAD,1,,GO
43-47,24.50,CAD,1,,GO
46-43,21.25,CAD,1,,GO
43-46,21.25,CAD,1,,GO
45-43,19.95,CAD,1,,GO
43-45,19.95,CAD,1,,GO
44-43,19.00,CAD,1,,GO
43-44,19.00,CAD,1,,GO
43-43,4.40,CAD,1,,GO
98-42,17.50,CAD,1,,GO
42-98,17.50,CAD,1,,GO
97-42,22.10,CAD,1,,GO
42-97,22.10,CAD,1,,GO
96-42,21.20,CAD,1,,GO
42-96,21.20,CAD,1,,GO
95-42,20.60,CAD,1,,GO
42-95,20.60,CAD,1,,GO
94-42,20.10,CAD,1,,GO
42-94,20.10,CAD,1,,GO
93-42,19.25,CAD,1,,GO
42-93,19.25,CAD,1,,GO
92-42,18.50,CAD,1,,GO
42-92,18.50,CAD,1,,GO
91-42,17.75,CAD,1,,GO
42-91,17.75,CAD,1,,GO
90-42,16.10,CAD,1,,GO
42-90,16.10,CAD,1,,GO
89-42,16.05,CAD,1,,GO
42-89,16.05,CAD,1,,GO
88-42,19.10,CAD,1,,GO
42-88,19.10,CAD,1,,GO
86-42,16.85,CAD,1,,GO
42-86,16.85,CAD,1,,GO
85-42,26.40,CAD,1,,GO
42-85,26.40,CAD,1,,GO
84-42,28.60,CAD,1,,GO
42-84,28.60,CAD,1,,GO
83-42,26.45,CAD,1,,GO
42-83,26.45,CAD,1,,GO
82-42,24.05,CAD,1,,GO
42-82,24.05,CAD,1,,GO
81-42,23.20,CAD,1,,GO
42-81,23.20,CAD,1,,GO
80-42,22.10,CAD,1,,GO
42-80,22.10,CAD,1,,GO
79-42,12.35,CAD,1,,GO
42-79,12.35,CAD,1,,GO
78-42,17.00,CAD,1,,GO
42-78,17.00,CAD,1,,GO
77-42,14.20,CAD,1,,GO
42-77,14.20,CAD,1,,GO
76-42,21.35,CAD,1,,GO
42-76,21.35,CAD,1,,GO
75-42,20.70,CAD,1,,GO
42-75,20.70,CAD,1,,GO
74-42,19.65,CAD,1,,GO
42-74,19.65,CAD,1,,GO
73-42,18.70,CAD,1,,GO
42-73,18.70,CAD,1,,GO
72-42,18.20,CAD,1,,GO
42-72,18.20,CAD,1,,GO
71-42,18.00,CAD,1,,GO
42-71,18.00,CAD,1,,GO
70-42,17.70,CAD,1,,GO
42-70,17.70,CAD,1,,GO
69-42,22.85,CAD,1,,GO
42-69,22.85,CAD,1,,GO
68-42,22.35,CAD,1,,GO
42-68,22.35,CAD,1,,GO
67-42,21.35,CAD,1,,GO
42-67,21.35,CAD,1,,GO
66-42,20.70,CAD,1,,GO
42-66,20.70,CAD,1,,GO
65-42,19.30,CAD,1,,GO
42-65,19.30,CAD,1,,GO
64-42,18.25,CAD,1,,GO
42-64,18.25,CAD,1,,GO
63-42,17.60,CAD,1,,GO
42-63,17.60,CAD,1,,GO
62-42,17.00,CAD,1,,GO
42-62,17.00,CAD,1,,GO
61-42,16.10,CAD,1,,GO
42-61,16.10,CAD,1,,GO
60-42,16.10,CAD,1,,GO
42-60,16.10,CAD,1,,GO
59-42,12.35,CAD,1,,GO
42-59,12.35,CAD,1,,GO
58-42,15.55,CAD,1,,GO
42-58,15.55,CAD,1,,GO
56-42,14.20,CAD,1,,GO
42-56,14.20,CAD,1,,GO
51-42,20.35,CAD,1,,GO
42-51,20.35,CAD,1,,GO
50-42,16.10,CAD,1,,GO
42-50,16.10,CAD,1,,GO
47-42,24.25,CAD,1,,GO
42-47,24.25,CAD,1,,GO
46-42,20.70,CAD,1,,GO
42-46,20.70,CAD,1,,GO
45-42,19.30,CAD,1,,GO
42-45,19.30,CAD,1,,GO
44-42,18.50,CAD,1,,GO
42-44,18.50,CAD,1,,GO
43-42,6.10,CAD,1,,GO
42-43,6.10,CAD,1,,GO
42-42,4.40,CAD,1,,GO
98-41,16.05,CAD,1,,GO
41-98,16.05,CAD,1,,GO
97-41,20.60,CAD,1,,GO
41-97,20.60,CAD,1,,GO
96-41,19.80,CAD,1,,GO
41-96,19.80,CAD,1,,GO
95-41,19.20,CAD,1,,GO
41-95,19.20,CAD,1,,GO
94-41,18.65,CAD,1,,GO
41-94,18.65,CAD,1,,GO
93-41,17.85,CAD,1,,GO
41-93,17.85,CAD,1,,GO
92-41,17.10,CAD,1,,GO
41-92,17.10,CAD,1,,GO
91-41,16.40,CAD,1,,GO
41-91,16.40,CAD,1,,GO
90-41,14.65,CAD,1,,GO
41-90,14.65,CAD,1,,GO
89-41,14.60,CAD,1,,GO
41-89,14.60,CAD,1,,GO
88-41,17.70,CAD,1,,GO
41-88,17.70,CAD,1,,GO
86-41,15.50,CAD,1,,GO
41-86,15.50,CAD,1,,GO
85-41,25.00,CAD,1,,GO
41-85,25.00,CAD,1,,GO
84-41,27.25,CAD,1,,GO
41-84,27.25,CAD,1,,GO
83-41,25.10,CAD,1,,GO
41-83,25.10,CAD,1,,GO
82-41,22.60,CAD,1,,GO
41-82,22.60,CAD,1,,GO
81-41,21.85,CAD,1,,GO
41-81,21.85,CAD,1,,GO
80-41,20.60,CAD,1,,GO
41-80,20.60,CAD,1,,GO
79-41,10.90,CAD,1,,GO
41-79,10.90,CAD,1,,GO
78-41,15.55,CAD,1,,GO
41-78,15.55,CAD,1,,GO
77-41,12.70,CAD,1,,GO
41-77,12.70,CAD,1,,GO
76-41,20.00,CAD,1,,GO
41-76,20.00,CAD,1,,GO
75-41,19.25,CAD,1,,GO
41-75,19.25,CAD,1,,GO
74-41,18.30,CAD,1,,GO
41-74,18.30,CAD,1,,GO
73-41,17.30,CAD,1,,GO
41-73,17.30,CAD,1,,GO
72-41,16.70,CAD,1,,GO
41-72,16.70,CAD,1,,GO
71-41,16.55,CAD,1,,GO
41-71,16.55,CAD,1,,GO
70-41,16.35,CAD,1,,GO
41-70,16.35,CAD,1,,GO
69-41,21.45,CAD,1,,GO
41-69,21.45,CAD,1,,GO
68-41,20.95,CAD,1,,GO
41-68,20.95,CAD,1,,GO
67-41,20.00,CAD,1,,GO
41-67,20.00,CAD,1,,GO
66-41,19.25,CAD,1,,GO
41-66,19.25,CAD,1,,GO
65-41,17.95,CAD,1,,GO
41-65,17.95,CAD,1,,GO
64-41,16.80,CAD,1,,GO
41-64,16.80,CAD,1,,GO
63-41,16.25,CAD,1,,GO
41-63,16.25,CAD,1,,GO
62-41,15.55,CAD,1,,GO
41-62,15.55,CAD,1,,GO
61-41,14.65,CAD,1,,GO
41-61,14.65,CAD,1,,GO
60-41,14.65,CAD,1,,GO
41-60,14.65,CAD,1,,GO
59-41,10.90,CAD,1,,GO
41-59,10.90,CAD,1,,GO
58-41,14.25,CAD,1,,GO
41-58,14.25,CAD,1,,GO
56-41,12.70,CAD,1,,GO
41-56,12.70,CAD,1,,GO
51-41,18.95,CAD,1,,GO
41-51,18.95,CAD,1,,GO
50-41,14.65,CAD,1,,GO
41-50,14.65,CAD,1,,GO
47-41,24.00,CAD,1,,GO
41-47,24.00,CAD,1,,GO
46-41,19.25,CAD,1,,GO
41-46,19.25,CAD,1,,GO
45-41,17.95,CAD,1,,GO
41-45,17.95,CAD,1,,GO
44-41,17.10,CAD,1,,GO
41-44,17.10,CAD,1,,GO
43-41,8.05,CAD,1,,GO
41-43,8.05,CAD,1,,GO
42-41,4.90,CAD,1,,GO
41-42,4.90,CAD,1,,GO
41-41,4.40,CAD,1,,GO
98-40,14.75,CAD,1,,GO
40-98,14.75,CAD,1,,GO
97-40,18.55,CAD,1,,GO
40-97,18.55,CAD,1,,GO
96-40,17.50,CAD,1,,GO
40-96,17.50,CAD,1,,GO
95-40,17.00,CAD,1,,GO
40-95,17.00,CAD,1,,GO
94-40,16.40,CAD,1,,GO
40-94,16.40,CAD,1,,GO
93-40,15.60,CAD,1,,GO
40-93,15.60,CAD,1,,GO
92-40,14.80,CAD,1,,GO
40-92,14.80,CAD,1,,GO
91-40,14.10,CAD,1,,GO
40-91,14.10,CAD,1,,GO
90-40,13.25,CAD,1,,GO
40-90,13.25,CAD,1,,GO
89-40,13.20,CAD,1,,GO
40-89,13.20,CAD,1,,GO
88-40,16.30,CAD,1,,GO
