route_id,route_short_name,route_long_name,route_type,route_color,route_text_color
1,1,HURON,3,FFAB4F,FFFFFF
2,2,EAST END,3,FFFF66,000000
3,3,MCCARTHY,3,189AD3,FFFFFF
4,4,QUEENSLAND,3,52ACA2,FFFFFF
5,5,DEVON,3,990000,FFFFFF
6,6,DOWNIE,3,F08080,FFFFFF
7,7,INDUSTRIAL,3,C257FC,FFFFFF
8,SP1,#1 SPECIAL,3,DAA520,FFFFFF
10,SP3,#3 SPECIAL,3,FF80ED,FFFFFF
11,LOS,LIGHTS ON STRATFORD,3,FFAB4F,FFFFFF
12,LOS,LIGHTS ON STRATFORD,3,FFFF66,000000
