stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding
00086,Lundy's / Canal du Nord,44.23851,-76.44088,0
00117,19 Lundy's Ln.,44.23822,-76.44516,0
00084,Lundy's / Batoche,44.23798,-76.44851,0
00083,49 Lundy's Ln.,44.23769,-76.45115,0
00082,Niagara Park / Lundy's,44.23598,-76.45418,0
00123,Canex,44.23801,-76.45517,0
00330,Regent / Park,44.23822,-76.50929,0
00325,Palace / Park,44.2384,-76.51418,0
00327,Palace / Park,44.23834,-76.51434,0
S00818,Dalton / Grant Timmins,44.26924,-76.52215,0
00726,Dalton / Binnington,44.27026,-76.52853,0
00725,Binnington / Grant Timmins,44.26715,-76.52879,0
00727,93 Grant Timmins Dr.,44.26741,-76.52511,0
00728,Grant Timmins / Dalton,44.2693,-76.5231,0
00826,Dalton / Sir John A. Macdonald,44.2688,-76.52061,0
00827,442 Dalton Av.,44.26881,-76.51267,0
00830,Dalton / St. Remy,44.26785,-76.51036,0
09069,212 Dalton Av.,44.26784,-76.5079,0
S00730,Dalton / Warne,44.26569,-76.50219,0
09050,John Counter / Lappan's,44.2594,-76.50997,0
02050,1355 John Counter Bv.,44.2591,-76.51521,0
00834,John Counter / Aberfoyle,44.25907,-76.52175,0
00836,John Counter / Indian,44.25907,-76.52633,0
00838,John Counter / Old Mill,44.25885,-76.53853,0
00822,Midland / Cataraqui Woods,44.26702,-76.57402,0
00824,Cataraqui Woods / Gardiners,44.26708,-76.56984,0
00819,Gardiners / Fortune,44.27203,-76.56892,0
S00712,INVISTA Centre,44.27602,-76.56837,0
00048,1287 Gardiners Rd.,44.27202,-76.56933,0
00515,Gardiners / Cataraqui Woods,44.26749,-76.56913,0
S02014,Bus Terminal,44.25919,-76.50553,0
00847,Wilson / Conacher,44.26587,-76.48762,0
00831,King's Crossing,44.26586,-76.50343,0
00829,259 Dalton Av.,44.26797,-76.50764,0
00828,295 Dalton Av.,44.26885,-76.51206,0
00394,Aberfoyle / Old Quarry,44.25736,-76.52221,0
00390,Portsmouth / Mohawk,44.25325,-76.52997,0
00387,Glengarry / Seaforth,44.25271,-76.52341,0
00386,Glengarry / Avenue,44.25286,-76.51996,0
00385,Avenue / McMahon,44.25018,-76.51917,0
00384,Avenue / Jane,44.2467,-76.51897,0
00761,Sir John A. Macdonald / Elmwood,44.24265,-76.51953,0
00367,Concession / Leroy Grant,44.24116,-76.50696,0
00369,Concession / Victoria,44.24124,-76.50313,0
00372,Kingscourt / Concession,44.24164,-76.5011,0
00243,Kingscourt / Third,44.2445,-76.50135,0
00242,Kingscourt / Seventh,44.24743,-76.50155,0
00241,Kingscourt / Oak,44.25008,-76.50174,0
00240,Kingston Secondary,44.25324,-76.50138,0
00238,Kirkpatrick / Theresa,44.25333,-76.49789,0
00237,Kirkpatrick / Theresa,44.25346,-76.49797,0
00239,Kingston Secondary,44.25335,-76.50146,0
00860,Kingscourt / Oak,44.24998,-76.50189,0
00861,Kingscourt / Seventh,44.24762,-76.50172,0
00863,Kingscourt / Third,44.2447,-76.50152,0
00762,Concession / Macdonnell,44.24132,-76.50563,0
00368,Concession / Leroy Grant,44.24203,-76.5083,0
S00505,Kingston Centre,44.24207,-76.51693,0
S09042,Princess / Kingston Centre,44.24314,-76.51625,0
S09040,King / Sir John A. Macdonald,44.22116,-76.51289,0
S09038,King / Portsmouth,44.22049,-76.52598,0
S09036,Centre 70 Park and Ride,44.21883,-76.56915,0
S09032,Bayridge / Conservatory,44.23265,-76.59299,0
S09030,Bayridge / Hudson,44.24529,-76.59034,0
S09015,Bayridge / Taylor-Kidd,44.25013,-76.58999,0
S09031,Bayridge / Hudson,44.24429,-76.59057,0
S09033,Bayridge / Acadia,44.2322,-76.59322,0
S09039,King / Portsmouth,44.22031,-76.52521,0
S09041,1055 Princess St.,44.24375,-76.51695,0
09079,1281 Midland Av.,44.27124,-76.57416,0
09078,1281 Midland Ave.,44.27126,-76.57434,0
09082,270 Princess St.,44.23237,-76.48795,0
09083,321 Yonge St.,44.22748,-76.51811,0
09081,369 Dalton Av.,44.26897,-76.51811,0
09077,Princess / Portsmouth,44.24955,-76.52934,0
09085,Bath / Station,44.23987,-76.61303,0
S02079,Cataraqui Centre,44.25508,-76.57248,0
S02081,Cataraqui Centre,44.25499,-76.57261,0
S02082,Cataraqui Centre,44.25508,-76.57271,0
S02083,Cataraqui Centre,44.25498,-76.57283,0
S02084,Cataraqui Centre,44.25507,-76.57294,0
S02085,Cataraqui Centre,44.25497,-76.57308,0
S09088,Kildare / Speers,44.22058,-76.66115,0
00683,Innovation / Highway 15,44.27169,-76.44541,0
00814,695 Innovation Dr.,44.27206,-76.43939,0
S02040,Downtown,44.23118,-76.48426,0
S02035,Downtown,44.23117,-76.4856,0
S02038,Downtown,44.2316,-76.48413,0
09238,Montreal / Sutherland,44.26885,-76.47905,0
09091,Hudson / Bayridge,44.24499,-76.5907,0
09090,Hudson / Bayridge,44.24512,-76.59018,0
09239,John Marks / Discovery,44.27467,-76.44144,0
09092,Conacher / Morenz,44.26682,-76.48414,0
09234,Highway 15 / Waterside,44.26972,-76.45062,0
09241,Highway 15 / Rose Abbey,44.26878,-76.45127,0
09237,Montreal / Sheppard,44.27302,-76.47762,0
09093,Bagot / Ordnance,44.23461,-76.48371,0
09094,326 Sutherland Dr.,44.26673,-76.48887,0
09095,Markers Acres Park,44.26678,-76.48906,0
09240,Montreal / Ordnance,44.23495,-76.48518,0
09096,Highway 2 / Highway 15,44.23973,-76.45767,0
09097,Montreal / Markland,44.23848,-76.48564,0
09007,Bath / McEwen,44.23738,-76.57337,0
09101,Grant Hall,44.22614,-76.49548,0
09099,Union / Alfred,44.22769,-76.49717,0
09100,Ellis Hall,44.22624,-76.49571,0
09103,Amherst / Speers,44.22497,-76.66302,0
09102,Amherst / Speers,44.22496,-76.66337,0
00752,933 John Marks Av.,44.27489,-76.43906,0
09104,Kildare / McDonough,44.21979,-76.66402,0
09119,845 Gardiners Rd.,44.25365,-76.56864,0
S09120,John Counter / Old Mill,44.25857,-76.53841,0
03027,Barrack / King,44.23307,-76.48065,0
09120,Henderson / McEwen,44.22821,-76.5733,0
09121,Weller / Compton,44.26198,-76.49049,0
09127,VIA Rail Station,44.25773,-76.53782,0
09109,Cataraqui Woods / Holden,44.26722,-76.58913,0
09112,Holden / Horizon,44.26471,-76.58996,0
09122,Princess / Holden,44.26083,-76.59037,0
09124,Princess / Rosanna,44.26219,-76.59906,0
09125,Rosanna / Evergreen,44.26508,-76.59989,0
09114,Cataraqui Woods / Woodhaven,44.2673,-76.5955,0
09115,Cataraqui Woods / Holden,44.26726,-76.59041,0
09117,Cataraqui Woods / Larchwood,44.2665,-76.58353,0
09118,Cataraqui Woods Park,44.26657,-76.57993,0
09126,Cataraqui Woods / Bittersweet,44.26723,-76.57657,0
09105,Cataraqui Woods / Midland,44.26737,-76.57577,0
09106,Cataraqui Woods / Birchwood,44.26693,-76.579,0
09107,Cataraqui Woods / Juniper,44.26662,-76.58315,0
09304,Taylor-Kidd / Liston,44.25162,-76.59427,0
09128,Henderson / Lakeview,44.22839,-76.57231,0
09130,Jim Beattie Park,44.22794,-76.58182,0
09129,Jim Beattie Park,44.22779,-76.58159,0
09123,Princess / Woodhaven,44.26175,-76.59624,0
03038,Division / Elliott,44.25625,-76.49704,0
09242,Division / Elliott,44.25653,-76.49734,0
03034,Gore / Point St. Mark,44.25891,-76.46205,0
03036,Gore / Highway 15,44.25911,-76.46126,0
03044,Taylor-Kidd / Centennial,44.24984,-76.55395,0
03045,Taylor-Kidd / Rockwell,44.25061,-76.56614,0
03046,Taylor-Kidd / Demers,44.25092,-76.56014,0
03047,Taylor-Kidd / Centennial,44.24959,-76.55364,0
S09046,Sir John A. Macdonald / Norman Rogers,44.23336,-76.51496,0
S09047,Sir John A. Macdonald / Norman Rogers,44.23392,-76.51464,0
03049,Sir John A. Macdonald / Elmwood,44.24187,-76.51913,0
09141,369 Dalton Ave.,44.26892,-76.51771,0
09132,Centennial / Venture,44.27211,-76.5591,0
09133,Venture / Resource,44.27214,-76.56254,0
09135,719 Fortune Cr.,44.27513,-76.56553,0
09137,Venture / Centennial,44.27242,-76.56023,0
09147,Ontario / Princess,44.23121,-76.47953,0
09148,Ontario / Clarence,44.22927,-76.48076,0
03051,Bayridge / Milford,44.25264,-76.5885,0
03050,Bayridge / Milford,44.25254,-76.58877,0
09159,Bath / Days,44.2372,-76.57033,0
09157,Gardiners / Bath,44.2378,-76.56737,0
09156,Gardiners / Golden Mile,44.23832,-76.56776,0
09158,Bath / Days,44.23751,-76.57076,0
09155,Concession / Nelson,44.24142,-76.50199,0
09161,Portsmouth / Hampstead,44.25031,-76.52959,0
09142,Portsmouth / Glengarry,44.25261,-76.52976,0
09143,Portsmouth / Old Quarry,44.25607,-76.52994,0
03042,John Counter / Montreal,44.25725,-76.48199,0
S09149,Providence Care Hospital,44.21788,-76.52715,0
09160,Ontario / Princess,44.23127,-76.47932,0
09151,The Tragically Hip / King,44.23316,-76.48029,0
09152,Stephen / Patrick,44.24263,-76.48995,0
09153,Stephen / Division,44.24195,-76.49478,0
09154,Concession / Grey,44.24157,-76.49858,0
09144,Concession / Alfred,44.24147,-76.49823,0
09145,Stephen / Division,44.24182,-76.49461,0
09163,Estates / King,44.21995,-76.52506,0
09310,Westbrook / Roshan,44.27157,-76.62478,0
09311,Westbrook / Berkshire,44.26835,-76.62472,0
09314,Princess / Collins Bay,44.26317,-76.60634,0
09318,Princess / Cataraqui Woods,44.26341,-76.60655,0
09307,Remington / Woodfield,44.26917,-76.61777,0
09308,Remington / Ottawa,44.27268,-76.61775,0
09312,Princess / Westbrook,44.26557,-76.6241,0
00802,Taylor-Kidd / Old Colony,44.24976,-76.57514,0
00778,Manitou / Frink,44.2202,-76.64357,0
00805,Manitou / Murray,44.21961,-76.64558,0
00779,Manitou / Briscoe,44.22114,-76.64945,0
00773,Manitou / Kildare,44.22317,-76.65068,0
09162,W.J. Henderson Rec Centre,44.22544,-76.65815,0
00771,Kildare / Clifford,44.22072,-76.66001,0
00825,Taylor-Kidd / Old Colony,44.2498,-76.57448,0
00099,Taylor-Kidd / Midpark,44.25046,-76.57112,0
09164,1255 Princess St.,44.2473,-76.52452,0
09165,1254 Princess St.,44.2469,-76.52432,0
09169,Sherwood / Briscoe,44.22319,-76.64506,0
09146,Stephen / Patrick,44.2425,-76.4898,0
09170,Manitou / Kildare,44.22284,-76.65079,0
09174,Craftsman / D'Artisan,44.24303,-76.45727,0
09171,Craftsman / D'Artisan,44.24292,-76.45698,0
09172,D'Artisan / Highway 2,44.24018,-76.45558,0
09173,Rose Abbey / Greenwood Park,44.26729,-76.44941,0
00699,Rose Abbey / Greenwood Park,44.26721,-76.44955,0
09175,Princess / Sir John A. Macdonald,44.2446,-76.51936,0
LT005,South side Main Street Odessa at William Street,44.27691,-76.71597,0
LT010,William Henderson,44.22807,-76.67778,0
LT016,Direct Coil,44.21359,-76.7196,0
LT011,Millhaven Ferry Terminal,44.19289,-76.74053,0
LT008,North side Main Street Bath at Somerset Drive,44.18484,-76.76931,0
LT006,North side Main Street Bath at First Street,44.18079,-76.78006,0
LT015,West side Country Club Drive at Abbey Dawn Drive,44.18344,-76.78815,0
LT014,West side Country Club Drive at Hawley Court,44.17952,-76.7847,0
LT007,South side Main Street Bath at Davy Street,44.18222,-76.77688,0
LT009,South side Main Street Bath at Heritage Drive,44.18448,-76.76835,0
LT004,North side Main Street Odessa at Factory Street,44.27703,-76.71789,0
09182,Bayridge / Old Colony,44.2555,-76.58622,0
09176,Portsmouth / Old Quarry,44.25631,-76.53015,0
09177,Portsmouth / Howard,44.2488,-76.52971,0
09178,Portsmouth / Phillips,44.24222,-76.52927,0
09179,Portsmouth / Eldon Hall,44.23858,-76.5287,0
09181,Portsmouth / Johnson,44.23027,-76.5262,0
LT017,Latham Pools,44.21521,-76.70849,0
09337,Portsmouth / Miles,44.23445,-76.52735,0
09333,Guthrie / Karlee,44.2717,-76.48239,0
09335,Guthrie / Esdon,44.2721,-76.48161,0
09198,Weller / Wilson,44.26225,-76.48693,0
09334,Esdon / Ainsley,44.27165,-76.47982,0
09199,Weller / Wilson,44.26215,-76.48663,0
00763,Bath / Armstrong,44.23825,-76.54284,0
00526,1432 Bath Rd.,44.23736,-76.55285,0
00807,Bath / Armstrong,44.23802,-76.54238,0
09190,McMichael / McMahon,44.24976,-76.52532,0
09191,McMichael / Glengarry,44.25257,-76.52545,0
09192,22 Inverness Cres.,44.25541,-76.5234,0
09193,Aberfoyle / Rosemund,44.25794,-76.52216,0
09331,Aberfoyle / Inverness,44.25561,-76.52211,0
09332,Taylor-Kidd / Gardiners,44.25076,-76.56922,0
09321,Centennial / Davis,44.25661,-76.55894,0
09322,Andersen / Princess,44.25903,-76.54899,0
09323,Andersen / Ellesmeer,44.26207,-76.54827,0
09324,Andersen / Crossfield,44.26476,-76.54878,0
09325,Andersen / Max,44.26798,-76.54904,0
09326,Cataraqui Woods / Andersen,44.27008,-76.54948,0
09327,Cataraqui Woods / Augusta,44.27012,-76.55301,0
09328,Cataraqui Woods / Centennial,44.26945,-76.55875,0
09330,720 Fortune Cr.,44.27509,-76.56536,0
09329,Cataraqui Woods / Centennial,44.26927,-76.55789,0
09183,Cataraqui Woods / Augusta,44.26993,-76.5523,0
09184,Andersen / Delmar,44.26965,-76.54904,0
09185,Andersen / Atkinson,44.26747,-76.54928,0
09186,Centennial / Davis,44.25639,-76.55911,0
09187,Waterloo / Warburton,44.25442,-76.55468,0
09188,Waterloo / Tollgate,44.25385,-76.55153,0
09189,Waterloo / Taylor-Kidd,44.25198,-76.5474,0
09200,Rideau Heights Community Centre,44.26479,-76.48299,0
09319,MacCauley / Daly,44.26498,-76.48141,0
09320,MacCauley / Wilson,44.26407,-76.4866,0
09340,L.C.V.I.,44.23854,-76.51849,0
09339,Calvin Park Library,44.23875,-76.51833,0
03068,King / Yonge,44.22081,-76.51711,0
03067,King / Yonge,44.22092,-76.51738,0
09341,John Counter / Montreal,44.25736,-76.48248,0
03072,Kildare / Speers,44.22027,-76.66141,0
03071,Speers / Kildare,44.22035,-76.66102,0
LT018,East side Centre Street at Main Street Odessa,44.27688,-76.71958,0
445,First Canada Avenue (West side of Division),44.2641910258681,-76.4985940698535,0
518,Rigney Street (north side of John Counter),44.2595329508186,-76.5035993233324,0
779,442 Dalton Avenue (south side),44.268805095926,-76.5126690454782,0
780,St. Remy Place (south side of Dalton),44.2678462900222,-76.5103579033167,0
781,212 Dalton Avenue (south side),44.2678381595761,-76.507895635441,0
782,Warne Crescent (south side of Dalton),44.2656871117652,-76.5021851286293,0
783,Lappan's Lane (north side of John Counter),44.259401941672,-76.5099725872279,0
784,MTO Office (north side of John Counter),44.2591011989862,-76.5152112767101,0
1154,KT Garage - 1181 (Sktgar1),44.2608699481935,-76.5073289349676,0
