route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2,26JN29-CPBlock-Sunday-13,29925066,2 S Hurontario To Port Credit Go,,1,2841229,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925067,2 S Hurontario To Port Credit Go,,1,2841228,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925068,2 S Hurontario To Port Credit Go,,1,2841230,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925069,2 S Hurontario To Port Credit Go,,1,2841229,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925070,2 S Hurontario To Port Credit Go,,1,2841228,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925071,2 S Hurontario To Port Credit Go,,1,2841230,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925072,2 S Hurontario To Port Credit Go,,1,2841229,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925073,2 S Hurontario To Port Credit Go,,1,2841228,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925074,2 S Hurontario To Port Credit Go,,1,2841230,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925075,2 S Hurontario To Port Credit Go,,1,2841229,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925076,2 S Hurontario To Port Credit Go,,1,2841228,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925077,2 S Hurontario To Port Credit Go,,1,2841231,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925078,2 S Hurontario To Port Credit Go,,1,2841230,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925079,2 S Hurontario To Port Credit Go,,1,2841240,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925080,2 S Hurontario To Port Credit Go,,1,2841229,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925081,2 S Hurontario To Port Credit Go,,1,2841227,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925082,2 S Hurontario To Port Credit Go,,1,2841228,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925083,2 S Hurontario To Port Credit Go,,1,2841231,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925084,2 S Hurontario To Port Credit Go,,1,2841230,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925085,2 S Hurontario To Port Credit Go,,1,2841240,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925086,2 S Hurontario To Port Credit Go,,1,2841229,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925087,2 S Hurontario To Port Credit Go,,1,2841227,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925088,2 S Hurontario To Port Credit Go,,1,2841228,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925089,2 S Hurontario To Port Credit Go,,1,2841231,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925090,2 S Hurontario To Port Credit Go,,1,2841230,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925091,2 S Hurontario To Port Credit Go,,1,2841240,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925092,2 S Hurontario To Port Credit Go,,1,2841229,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925093,2 S Hurontario To Port Credit Go,,1,2841227,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925094,2 S Hurontario To Port Credit Go,,1,2841228,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925095,2 S Hurontario To Port Credit Go,,1,2841231,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925096,2 S Hurontario To Port Credit Go,,1,2841230,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925097,2 S Hurontario To Port Credit Go,,1,2841240,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925098,2 S Hurontario To Port Credit Go,,1,2841229,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925099,2 S Hurontario To Port Credit Go,,1,2841227,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925100,2 S Hurontario To Port Credit Go,,1,2841228,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925101,2 S Hurontario To Port Credit Go,,1,2841231,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925102,2 S Hurontario To Port Credit Go,,1,2841230,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925103,2 S Hurontario To Port Credit Go,,1,2841232,20024,1,1
2,26JN29-CPBlock-Sunday-13,29925104,2 S Hurontario To Port Credit Go,,1,2841229,20024,1,1
