direction_name,shape_id,route_id,wheelchair_accessible,service_id,block_id,trip_headsign,trip_id,direction_id
Northbound,100.0.1952647071_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201047_Timetable_-_2026-06,Taunton,995__201047_Timetable_-_2026-06,0
Northbound,100.0.1952647071_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201066_Timetable_-_2026-06,Taunton,996__201066_Timetable_-_2026-06,0
Northbound,100.0.1952647071_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201076_Timetable_-_2026-06,Taunton,997__201076_Timetable_-_2026-06,0
Northbound,100.0.1952647071_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201020_Timetable_-_2026-06,Taunton,998__201020_Timetable_-_2026-06,0
Northbound,100.0.1952647071_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201094_Timetable_-_2026-06,Taunton,999__201094_Timetable_-_2026-06,0
Southbound,100.0.1046829422_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_401008_Timetable_-_2026-06,Oshawa Centre Terminal,99__401008_Timetable_-_2026-06,1
Northbound,100.0.1046829277_Timetable_-_2026-06,403,1,Weekday_merged_94434,a_403023_Timetable_-_2026-06,Oshawa Centre Terminal,9__403023_Timetable_-_2026-06,0
Northbound,100.0.1046829421_Timetable_-_2026-04,405,1,Weekday_merged_94437,b_401002_Timetable_-_2026-04,Delpark Homes Centre,100__401002_Timetable_-_2026-04,0
Southbound,100.0.1046829422_Timetable_-_2026-04,405,1,Weekday_merged_94437,b_401081_Timetable_-_2026-04,Oshawa Centre Terminal,101__401081_Timetable_-_2026-04,1
Northbound,100.0.1046829421_Timetable_-_2026-04,405,1,Weekday_merged_94437,b_401013_Timetable_-_2026-04,Delpark Homes Centre,102__401013_Timetable_-_2026-04,0
Southbound,100.0.1046829422_Timetable_-_2026-04,405,1,Weekday_merged_94437,b_401002_Timetable_-_2026-04,Oshawa Centre Terminal,103__401002_Timetable_-_2026-04,1
Westbound,100.0.2308895431_Timetable_-_2026-04,421,1,Weekday_merged_94437,b_401040_Timetable_-_2026-04,Oshawa Station,1043__401040_Timetable_-_2026-04,1
