direction_name,shape_id,route_id,wheelchair_accessible,service_id,block_id,trip_headsign,trip_id,direction_id
Northbound,100.0.1952647071_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201038_Timetable_-_2026-06,Taunton,1000__201038_Timetable_-_2026-06,0
Northbound,100.0.1952647071_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201094_Timetable_-_2026-06,Taunton,1001__201094_Timetable_-_2026-06,0
Northbound,100.0.1952647071_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201065_Timetable_-_2026-06,Taunton,1002__201065_Timetable_-_2026-06,0
Northbound,100.0.1952647071_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201040_Timetable_-_2026-06,Taunton,1003__201040_Timetable_-_2026-06,0
Northbound,100.0.1952647071_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201065_Timetable_-_2026-06,Taunton,1004__201065_Timetable_-_2026-06,0
Northbound,100.0.1952647071_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201040_Timetable_-_2026-06,Taunton,1005__201040_Timetable_-_2026-06,0
Northbound,100.0.1952647071_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201065_Timetable_-_2026-06,Taunton,1006__201065_Timetable_-_2026-06,0
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201066_Timetable_-_2026-06,C - Audley,1007__201066_Timetable_-_2026-06,0
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201020_Timetable_-_2026-06,C - Audley,1008__201020_Timetable_-_2026-06,0
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201060_Timetable_-_2026-06,C - Audley,1009__201060_Timetable_-_2026-06,0
Northbound,100.0.1046829421_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_401005_Timetable_-_2026-06,Delpark Homes Centre,100__401005_Timetable_-_2026-06,0
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201104_Timetable_-_2026-06,C - Audley,1010__201104_Timetable_-_2026-06,0
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201037_Timetable_-_2026-06,C - Audley,1011__201037_Timetable_-_2026-06,0
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201047_Timetable_-_2026-06,C - Audley,1012__201047_Timetable_-_2026-06,0
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201020_Timetable_-_2026-06,C - Audley,1013__201020_Timetable_-_2026-06,0
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201076_Timetable_-_2026-06,C - Audley,1014__201076_Timetable_-_2026-06,0
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201038_Timetable_-_2026-06,C - Audley,1015__201038_Timetable_-_2026-06,0
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201040_Timetable_-_2026-06,C - Audley,1016__201040_Timetable_-_2026-06,0
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201065_Timetable_-_2026-06,C - Audley,1017__201065_Timetable_-_2026-06,0
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201020_Timetable_-_2026-06,C - Audley,1018__201020_Timetable_-_2026-06,0
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201094_Timetable_-_2026-06,C - Audley,1019__201094_Timetable_-_2026-06,0
Southbound,100.0.1046829422_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_403023_Timetable_-_2026-06,Oshawa Centre Terminal,101__403023_Timetable_-_2026-06,1
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201038_Timetable_-_2026-06,C - Audley,1020__201038_Timetable_-_2026-06,0
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201040_Timetable_-_2026-06,C - Audley,1021__201040_Timetable_-_2026-06,0
Northbound,100.0.2242007235_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201065_Timetable_-_2026-06,C - Audley,1022__201065_Timetable_-_2026-06,0
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201104_Timetable_-_2026-06,Ajax Station,1023__201104_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201089_Timetable_-_2026-06,Ajax Station,1024__201089_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201067_Timetable_-_2026-06,Ajax Station,1025__201067_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201089_Timetable_-_2026-06,Ajax Station,1026__201089_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201067_Timetable_-_2026-06,Ajax Station,1027__201067_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201089_Timetable_-_2026-06,Ajax Station,1028__201089_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201067_Timetable_-_2026-06,Ajax Station,1029__201067_Timetable_-_2026-06,1
Northbound,100.0.1046829421_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_401014_Timetable_-_2026-06,Delpark Homes Centre,102__401014_Timetable_-_2026-06,0
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201089_Timetable_-_2026-06,Ajax Station,1030__201089_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201067_Timetable_-_2026-06,Ajax Station,1031__201067_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201020_Timetable_-_2026-06,Ajax Station,1032__201020_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201037_Timetable_-_2026-06,Ajax Station,1033__201037_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201066_Timetable_-_2026-06,Ajax Station,1034__201066_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201089_Timetable_-_2026-06,Ajax Station,1035__201089_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201066_Timetable_-_2026-06,Ajax Station,1036__201066_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201094_Timetable_-_2026-06,Ajax Station,1037__201094_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201065_Timetable_-_2026-06,Ajax Station,1038__201065_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201020_Timetable_-_2026-06,Ajax Station,1039__201020_Timetable_-_2026-06,1
Southbound,100.0.1046829422_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_401005_Timetable_-_2026-06,Oshawa Centre Terminal,103__401005_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201067_Timetable_-_2026-06,Ajax Station,1040__201067_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201038_Timetable_-_2026-06,Ajax Station,1041__201038_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201094_Timetable_-_2026-06,Ajax Station,1042__201094_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201065_Timetable_-_2026-06,Ajax Station,1043__201065_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201066_Timetable_-_2026-06,Ajax Station,1044__201066_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201076_Timetable_-_2026-06,Ajax Station,1045__201076_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201038_Timetable_-_2026-06,Ajax Station,1046__201038_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201040_Timetable_-_2026-06,Ajax Station,1047__201040_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201065_Timetable_-_2026-06,Ajax Station,1048__201065_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201047_Timetable_-_2026-06,Ajax Station,1049__201047_Timetable_-_2026-06,1
Northbound,100.0.1046829421_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_401028_Timetable_-_2026-06,Delpark Homes Centre,104__401028_Timetable_-_2026-06,0
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201066_Timetable_-_2026-06,Ajax Station,1050__201066_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201076_Timetable_-_2026-06,Ajax Station,1051__201076_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201040_Timetable_-_2026-06,Ajax Station,1052__201040_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201038_Timetable_-_2026-06,Ajax Station,1053__201038_Timetable_-_2026-06,1
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201094_Timetable_-_2026-06,Ajax Station,1054__201094_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201066_Timetable_-_2026-06,Ajax Station,1055__201066_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201020_Timetable_-_2026-06,Ajax Station,1056__201020_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201066_Timetable_-_2026-06,Ajax Station,1057__201066_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201020_Timetable_-_2026-06,Ajax Station,1058__201020_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201060_Timetable_-_2026-06,Ajax Station,1059__201060_Timetable_-_2026-06,1
Southbound,100.0.1046829422_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_401014_Timetable_-_2026-06,Oshawa Centre Terminal,105__401014_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201104_Timetable_-_2026-06,Ajax Station,1060__201104_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201037_Timetable_-_2026-06,Ajax Station,1061__201037_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201040_Timetable_-_2026-06,Ajax Station,1062__201040_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201047_Timetable_-_2026-06,Ajax Station,1063__201047_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201020_Timetable_-_2026-06,Ajax Station,1064__201020_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201076_Timetable_-_2026-06,Ajax Station,1065__201076_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201038_Timetable_-_2026-06,Ajax Station,1066__201038_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201040_Timetable_-_2026-06,Ajax Station,1067__201040_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201065_Timetable_-_2026-06,Ajax Station,1068__201065_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201020_Timetable_-_2026-06,Ajax Station,1069__201020_Timetable_-_2026-06,1
Northbound,100.0.1046829421_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_401008_Timetable_-_2026-06,Delpark Homes Centre,106__401008_Timetable_-_2026-06,0
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201094_Timetable_-_2026-06,Ajax Station,1070__201094_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201038_Timetable_-_2026-06,Ajax Station,1071__201038_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201040_Timetable_-_2026-06,Ajax Station,1072__201040_Timetable_-_2026-06,1
Southbound,100.0.2242007236_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201065_Timetable_-_2026-06,Ajax Station,1073__201065_Timetable_-_2026-06,1
Southbound,100.0.1046829422_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_401014_Timetable_-_2026-06,Oshawa Centre Terminal,1074__401014_Timetable_-_2026-06,1
Northbound,100.0.24459869411_Timetable_-_2026-06,407,1,Weekday_merged_94434,a_401019_Timetable_-_2026-06,North Campus,1075__401019_Timetable_-_2026-06,0
Southbound,100.0.1952647072_Timetable_-_2026-06,216,1,Weekday_merged_94434,a_201089_Timetable_-_2026-06,Ajax Station,1076__201089_Timetable_-_2026-06,1
Northbound,100.0.1952649895_Timetable_-_2026-06,224,1,Weekday_merged_94434,a_201066_Timetable_-_2026-06,Taunton,1077__201066_Timetable_-_2026-06,0
Northbound,100.0.1952649898_Timetable_-_2026-06,224,1,Weekday_merged_94434,a_201076_Timetable_-_2026-06,C - Taunton,1078__201076_Timetable_-_2026-06,0
Northbound,100.0.1952649898_Timetable_-_2026-06,224,1,Weekday_merged_94434,a_201040_Timetable_-_2026-06,C - Taunton,1079__201040_Timetable_-_2026-06,0
Southbound,100.0.1046829422_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_401028_Timetable_-_2026-06,Oshawa Centre Terminal,107__401028_Timetable_-_2026-06,1
Northbound,100.0.1952649898_Timetable_-_2026-06,224,1,Weekday_merged_94434,a_201038_Timetable_-_2026-06,C - Taunton,1080__201038_Timetable_-_2026-06,0
Northbound,100.0.1952649898_Timetable_-_2026-06,224,1,Weekday_merged_94434,a_201094_Timetable_-_2026-06,C - Taunton,1081__201094_Timetable_-_2026-06,0
Southbound,100.0.1952649892_Timetable_-_2026-06,224,1,Weekday_merged_94434,a_201020_Timetable_-_2026-06,Ajax Station,1082__201020_Timetable_-_2026-06,1
Southbound,100.0.1952649899_Timetable_-_2026-06,224,1,Weekday_merged_94434,a_201094_Timetable_-_2026-06,C - Ajax Station,1083__201094_Timetable_-_2026-06,1
Southbound,100.0.1952649899_Timetable_-_2026-06,224,1,Weekday_merged_94434,a_201038_Timetable_-_2026-06,C - Ajax Station,1084__201038_Timetable_-_2026-06,1
Southbound,100.0.1952649899_Timetable_-_2026-06,224,1,Weekday_merged_94434,a_201094_Timetable_-_2026-06,C - Ajax Station,1085__201094_Timetable_-_2026-06,1
Southbound,100.0.1952649899_Timetable_-_2026-06,224,1,Weekday_merged_94434,a_201065_Timetable_-_2026-06,C - Ajax Station,1086__201065_Timetable_-_2026-06,1
Southbound,100.0.1952649899_Timetable_-_2026-06,224,1,Weekday_merged_94434,a_201040_Timetable_-_2026-06,C - Ajax Station,1087__201040_Timetable_-_2026-06,1
Southbound,100.0.1952649899_Timetable_-_2026-06,224,1,Weekday_merged_94434,a_201065_Timetable_-_2026-06,C - Ajax Station,1088__201065_Timetable_-_2026-06,1
Southbound,100.0.1952649899_Timetable_-_2026-06,224,1,Weekday_merged_94434,a_201040_Timetable_-_2026-06,C - Ajax Station,1089__201040_Timetable_-_2026-06,1
Northbound,100.0.1046829421_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_401027_Timetable_-_2026-06,Delpark Homes Centre,108__401027_Timetable_-_2026-06,0
Southbound,100.0.2308892827_Timetable_-_2026-06,224,1,Weekday_merged_94434,a_201065_Timetable_-_2026-06,B - Kingston,1090__201065_Timetable_-_2026-06,1
Northbound,100.0.1988960471_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Taunton,1091__201064_Timetable_-_2026-06,0
Northbound,100.0.1988960471_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Taunton,1092__201029_Timetable_-_2026-06,0
Northbound,100.0.1988960471_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Taunton,1093__201088_Timetable_-_2026-06,0
Northbound,100.0.1988960471_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Taunton,1094__201064_Timetable_-_2026-06,0
Northbound,100.0.1988960471_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Taunton,1095__201029_Timetable_-_2026-06,0
Northbound,100.0.1988960471_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Taunton,1096__201088_Timetable_-_2026-06,0
Northbound,100.0.1988960471_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Taunton,1097__201064_Timetable_-_2026-06,0
Northbound,100.0.1988960471_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Taunton,1098__201029_Timetable_-_2026-06,0
Northbound,100.0.1988960471_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Taunton,1099__201088_Timetable_-_2026-06,0
Southbound,100.0.1046829422_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_401008_Timetable_-_2026-06,Oshawa Centre Terminal,109__401008_Timetable_-_2026-06,1
Northbound,100.0.1046829277_Timetable_-_2026-06,403,1,Weekday_merged_94434,a_401005_Timetable_-_2026-06,Oshawa Centre Terminal,10__401005_Timetable_-_2026-06,0
Northbound,100.0.1988960471_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Taunton,1100__201064_Timetable_-_2026-06,0
Northbound,100.0.1988960471_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Taunton,1101__201029_Timetable_-_2026-06,0
Northbound,100.0.1988960471_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Taunton,1102__201088_Timetable_-_2026-06,0
Northbound,100.0.1988960471_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Taunton,1103__201064_Timetable_-_2026-06,0
Southbound,100.0.1988960472_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Whitby Station,1104__201064_Timetable_-_2026-06,1
Southbound,100.0.1988960472_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Whitby Station,1105__201064_Timetable_-_2026-06,1
Southbound,100.0.1988960472_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Whitby Station,1106__201029_Timetable_-_2026-06,1
Southbound,100.0.1988960472_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Whitby Station,1107__201088_Timetable_-_2026-06,1
Southbound,100.0.1988960472_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Whitby Station,1108__201064_Timetable_-_2026-06,1
Southbound,100.0.1988960472_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Whitby Station,1109__201029_Timetable_-_2026-06,1
Northbound,100.0.1046829421_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_401005_Timetable_-_2026-06,Delpark Homes Centre,110__401005_Timetable_-_2026-06,0
Southbound,100.0.1988960472_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Whitby Station,1110__201088_Timetable_-_2026-06,1
Southbound,100.0.1988960472_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Whitby Station,1111__201064_Timetable_-_2026-06,1
Southbound,100.0.1988960472_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Whitby Station,1112__201029_Timetable_-_2026-06,1
Southbound,100.0.1988960472_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Whitby Station,1113__201088_Timetable_-_2026-06,1
Southbound,100.0.1988960472_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Whitby Station,1114__201064_Timetable_-_2026-06,1
Southbound,100.0.1988960472_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Whitby Station,1115__201029_Timetable_-_2026-06,1
Southbound,100.0.1988960472_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Whitby Station,1116__201088_Timetable_-_2026-06,1
Southbound,100.0.1988960472_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Whitby Station,1117__201064_Timetable_-_2026-06,1
Southbound,100.0.1988960472_Timetable_-_2026-06,301,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Whitby Station,1118__201064_Timetable_-_2026-06,1
Northbound,100.0.1980069561_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Taunton,1119__201029_Timetable_-_2026-06,0
Southbound,100.0.1046829422_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_401027_Timetable_-_2026-06,Oshawa Centre Terminal,111__401027_Timetable_-_2026-06,1
Northbound,100.0.1980069561_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Taunton,1120__201088_Timetable_-_2026-06,0
Northbound,100.0.1980069561_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Taunton,1121__201064_Timetable_-_2026-06,0
Northbound,100.0.1980069561_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Taunton,1122__201029_Timetable_-_2026-06,0
Northbound,100.0.1980069561_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Taunton,1123__201088_Timetable_-_2026-06,0
Northbound,100.0.1980069561_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Taunton,1124__201064_Timetable_-_2026-06,0
Northbound,100.0.1980069561_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Taunton,1125__201029_Timetable_-_2026-06,0
Northbound,100.0.1980069561_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Taunton,1126__201088_Timetable_-_2026-06,0
Northbound,100.0.1980069561_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Taunton,1127__201064_Timetable_-_2026-06,0
Northbound,100.0.1980069561_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Taunton,1128__201029_Timetable_-_2026-06,0
Northbound,100.0.1980069561_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Taunton,1129__201088_Timetable_-_2026-06,0
Northbound,100.0.1046829421_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_401014_Timetable_-_2026-06,Delpark Homes Centre,112__401014_Timetable_-_2026-06,0
Northbound,100.0.1980069561_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Taunton,1130__201064_Timetable_-_2026-06,0
Northbound,100.0.1980069561_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Taunton,1131__201029_Timetable_-_2026-06,0
Northbound,100.0.1980069561_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Taunton,1132__201029_Timetable_-_2026-06,0
Southbound,100.0.1980069562_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Whitby Station,1133__201029_Timetable_-_2026-06,1
Southbound,100.0.1980069562_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Whitby Station,1134__201088_Timetable_-_2026-06,1
Southbound,100.0.1980069562_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Whitby Station,1135__201064_Timetable_-_2026-06,1
Southbound,100.0.1980069562_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Whitby Station,1136__201029_Timetable_-_2026-06,1
Southbound,100.0.1980069562_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Whitby Station,1137__201088_Timetable_-_2026-06,1
Southbound,100.0.1980069562_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Whitby Station,1138__201064_Timetable_-_2026-06,1
Southbound,100.0.1980069562_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Whitby Station,1139__201029_Timetable_-_2026-06,1
Southbound,100.0.1046829422_Timetable_-_2026-06,405,1,Weekday_merged_94434,a_401005_Timetable_-_2026-06,Oshawa Centre Terminal,113__401005_Timetable_-_2026-06,1
Southbound,100.0.1980069562_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Whitby Station,1140__201088_Timetable_-_2026-06,1
Southbound,100.0.1980069562_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Whitby Station,1141__201064_Timetable_-_2026-06,1
Southbound,100.0.1980069562_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201029_Timetable_-_2026-06,Whitby Station,1142__201029_Timetable_-_2026-06,1
Southbound,100.0.1980069562_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201088_Timetable_-_2026-06,Whitby Station,1143__201088_Timetable_-_2026-06,1
Southbound,100.0.1980069562_Timetable_-_2026-06,319,1,Weekday_merged_94434,a_201064_Timetable_-_2026-06,Whitby Station,1144__201064_Timetable_-_2026-06,1
Eastbound,100.0.2313056082_Timetable_-_2026-06,211,1,Weekday_merged_94434,a_201028_Timetable_-_2026-06,Ajax Station,1145__201028_Timetable_-_2026-06,0
Eastbound,100.0.2313056082_Timetable_-_2026-06,211,1,Weekday_merged_94434,a_201068_Timetable_-_2026-06,Ajax Station,1146__201068_Timetable_-_2026-06,0
Eastbound,100.0.2313056082_Timetable_-_2026-06,211,1,Weekday_merged_94434,a_201028_Timetable_-_2026-06,Ajax Station,1147__201028_Timetable_-_2026-06,0
Eastbound,100.0.2313056082_Timetable_-_2026-06,211,1,Weekday_merged_94434,a_201068_Timetable_-_2026-06,Ajax Station,1148__201068_Timetable_-_2026-06,0
